ID,CUSTOMER_ID,TYPE,CURRENCY,BALANCE,OPEN_DATE,STATUS
ACCT_3qEsJYrpxg,CUST_CZYUlhSQM6,CREDIT,GBP,4101.727385562168,2017-11-14,ACTIVE
ACCT_mtjBcBjs@W,CUST_U_QbMc8ZVz,CHECKING,MXN,0.00,2020-09-02,ACTIVE
ACCT__@RHMGsRus,CUST_3lK3F@Jdc@,SAVINGS,BRL,7269.284953037422,2022-01-19,ACTIVE
ACCT_505v7_Ne2v,CUST_oR5JVnbvXq,SAVINGS,EUR,0.00,2019-05-27,ACTIVE
ACCT_rQFjOI5Dq4,CUST_BLZyK3n7jD,SAVINGS,EUR,3159.98,2015-01-31,ACTIVE
ACCT_HS0U-qP9SM,CUST_IeyA0khLR4,WALLET,MXN,0.0,2021-05-12,ACTIVE
ACCT_4ZtUjay3v0,CUST__c-SIyi4jY,CHECKING,USD,1549.8377317462202,2018-12-14,ACTIVE
ACCT_mXAUPsSXyf,CUST_cP_RLwRVVR,SAVINGS,EUR,857.9740217693123,2015-05-31,ACTIVE
ACCT_va9bTAF@xc,CUST_GhKA3MsxDL,WALLET,BRL,0.00,2014-07-12,ACTIVE
ACCT_4B7Djgb9Eb,CUST_P1FGnOklma,CHECKING,USD,1974.03,2013-07-30,ACTIVE
ACCT_Hv@F4cZ_rT,CUST_0tzCBt6ihu,SAVINGS,USD,0.0,2019-12-09,ACTIVE
ACCT_axNZ6mdigT,CUST_2z9ql89oa7,CREDIT,EUR,12745.564026788354,2023-04-21,INACTIVE
ACCT_4WCCIeiSKu,CUST_UE5y4sQDnQ,CREDIT,USD,5156.261015637754,2015-06-20,ACTIVE
ACCT_W@lAt3L9Vb,CUST_IlcdOp35FV,SAVINGS,USD,12035.005154961058,2018-02-12,ACTIVE
ACCT_5v66wkQu8o,CUST_YuxfzklCts,SAVINGS,USD,0.0,2023-07-15,ACTIVE
ACCT_0Wj-qCqnYn,CUST__UAr2ZTrqQ,WALLET,USD,772.2689446825209,2022-06-10,ACTIVE
ACCT_hPLf37kH3t,CUST_3syYuODMXK,VIRTUAL_WALLET,USD,0.0,2022-02-02,ACTIVE
ACCT_o9U7jtzamm,CUST_z4bpSufeUh,WALLET,USD,288.49,2016-09-27,ACTIVE
ACCT_8UNPYUw8VH,CUST_@-JdGEpe_C,CREDIT,EUR,17058.604538768715,2016-07-03,ACTIVE
ACCT_nFmfvBiY6S,CUST__gVxbNZwWa,CREDIT,EUR,12221.623752714671,2023-03-19,INACTIVE
ACCT_-CBOiRVrdX,CUST_qTe4-eL38G,WALLET,MXN,0.0,2014-05-26,ACTIVE
ACCT_qmJT-h2L1D,CUST_2Js96NgblV,CREDIT,BRL,9696.72688034889,2020-11-11,ACTIVE
ACCT_OUOrGIPF8E,CUST_N7oQuvrz8O,WALLET,MXN,0.0,2017-10-12,ACTIVE
ACCT_rWsp-EvMRf,CUST_Rhk1r-rdkf,CHECKING,USD,636.7484278582399,2015-12-02,ACTIVE
ACCT__x2wCl6YEr,CUST_qc6QITATn9,SAVINGS,BRL,0.0,2013-08-14,ACTIVE
ACCT_SctD0A7eEV,CUST_7GUk2uLGWZ,CHECKING,BRL,2159.89,2013-06-20,ACTIVE
ACCT_DkJkBS3y51,CUST_dHDnlbUD-@,VIRTUAL_WALLET,USD,357.42994179796676,2019-03-07,ACTIVE
ACCT_hm4_DCsgR0,CUST_-ORU3K0-Eh,CREDIT,USD,0.00,2018-05-05,INACTIVE
ACCT_uwpeM7w4iC,CUST_sIE4IxNMcr,CHECKING,USD,0.0,2014-08-26,ACTIVE
ACCT_Z1W1956kmh,CUST_Ylnc7MNd3a,CREDIT,USD,3019.5190686427595,2021-05-23,ACTIVE
ACCT_HxjNQ5uaVD,CUST_Ymk3zkBaIw,CHECKING,EUR,2970.6495931373097,2014-01-06,ACTIVE
ACCT_beuGVQrA2u,CUST_8GEzmgCQJC,CHECKING,USD,245.45244107265188,2019-05-17,ACTIVE
ACCT_xsjYywk014,CUST_XF9_cnGfff,SAVINGS,USD,0.0,2016-03-03,INACTIVE
ACCT_hudRFH3_tD,CUST_GGIHZpEybe,VIRTUAL_WALLET,USD,413.18968252792246,2013-04-28,ACTIVE
ACCT_JRa3UBLRQ_,CUST_ZacYEMyfkf,WALLET,USD,332.80506702756804,2020-08-04,BLOCKED
ACCT_v6urJxYuOO,CUST_mg3tQrYhTy,CREDIT,EUR,5601.047251393929,2021-10-29,ACTIVE
ACCT_SkH1SUO59g,CUST_Ij9zchNLh1,CHECKING,EUR,1823.6451608824523,2017-08-24,ACTIVE
ACCT_@yRKs8Hg3y,CUST_hYeOYi5jwa,WALLET,USD,392.53169186049087,2023-07-02,ACTIVE
ACCT_7gBSlRC@uK,CUST_qU65_tLczb,CHECKING,USD,1813.6048581794612,2016-12-04,INACTIVE
ACCT_FXFLYaGRee,CUST_TlEehKfJlY,CHECKING,USD,1238.683998972041,2020-07-07,ACTIVE
ACCT_P2PURgt6hQ,CUST_eClUgKLCv9,CREDIT,MXN,10730.911801260709,2017-07-04,ACTIVE
ACCT_jjAgYNjYqW,CUST_oxOhuf0JTZ,CHECKING,EUR,0.00,2020-11-14,ACTIVE
ACCT_89Nh5-Tat1,CUST_1z_hO1eexL,VIRTUAL_WALLET,BRL,0.0,2020-02-26,ACTIVE
ACCT_oZ@4kYWS5d,CUST_7dDjpJCj8U,CREDIT,USD,8661.728734333137,2014-02-12,ACTIVE
ACCT_41-lPvsZzY,CUST_kE2CCbrQ3c,WALLET,USD,19.48,2023-09-24,ACTIVE
ACCT_GstQCH7iyO,CUST_XtJ9ma-GG6,SAVINGS,EUR,0.0,2021-08-28,INACTIVE
ACCT_BC_Wd_R4Ba,CUST_79aEYeVN6g,WALLET,USD,860.3566386922874,2024-01-28,ACTIVE
ACCT_1bWrLo5ai0,CUST_u-c@mzto09,SAVINGS,GBP,13660.143324293265,2013-11-18,ACTIVE
ACCT_kF1jckZ1Cq,CUST_IoAnDWcDJX,CREDIT,USD,3592.1168475851523,2022-09-07,ACTIVE
ACCT_tnbLcsRdm0,CUST_Nm8zDYUhA8,WALLET,EUR,0.0,2016-09-16,BLOCKED
ACCT_3uda-LYjQh,CUST_tvS_5Txkrh,SAVINGS,USD,0.0,2020-02-04,ACTIVE
ACCT_3gGFTJtGNk,CUST_XmXu@IaoF9,VIRTUAL_WALLET,EUR,277.84,2019-05-02,ACTIVE
ACCT_6yVoiNCD5D,CUST_-qsg3cH2sK,CHECKING,GBP,0.0,2013-10-15,ACTIVE
ACCT_QJbWkn-cdx,CUST_QEo1M3A-Np,VIRTUAL_WALLET,MXN,160.77279506368063,2013-10-02,ACTIVE
ACCT_pB6l1vQal-,CUST_100hqx1mZP,SAVINGS,EUR,3852.593755770959,2018-04-25,ACTIVE
ACCT_76K-k3AeIe,CUST_xs9256v-Nl,WALLET,USD,0.00,2019-05-02,ACTIVE
ACCT_UZez@SKb-y,CUST_PNlEG8VWSJ,CREDIT,EUR,22294.73,2018-11-02,INACTIVE
ACCT_sgvyYi1EGy,CUST_gOn911Y6Uj,VIRTUAL_WALLET,EUR,0.0,2015-03-15,ACTIVE
ACCT_SdfIaL0hF_,CUST_CXt-LGwfn0,VIRTUAL_WALLET,USD,1279.7659193877005,2014-02-23,ACTIVE
ACCT_2gxR3qp_er,CUST_geTdoVzpp8,VIRTUAL_WALLET,MXN,481.06476321914874,2025-07-09,INACTIVE
ACCT_uxBF5l42pE,CUST_GQoBB-d-U6,VIRTUAL_WALLET,EUR,663.0595451768061,2021-09-17,ACTIVE
ACCT_LagjP9EIdm,CUST_RPMbZpiKeX,WALLET,EUR,481.51,2020-10-03,ACTIVE
ACCT_MOlZAGgBoS,CUST_EGSO84hFkd,VIRTUAL_WALLET,EUR,15.656707892604459,2022-02-04,ACTIVE
ACCT_mJwkokZf89,CUST_Ohoqwxd5rj,SAVINGS,USD,5656.618857547714,2015-02-04,ACTIVE
ACCT_J2x5rnng0Z,CUST_bLT71cUgse,VIRTUAL_WALLET,EUR,327.9825892423948,2023-04-20,INACTIVE
ACCT_tP4R@bXpNH,CUST_yIaDO0frBo,CREDIT,BRL,0.0,2016-11-08,ACTIVE
ACCT_046dHaMlEn,CUST_mCdpMoW5ZK,VIRTUAL_WALLET,EUR,530.096606804005,2016-12-27,INACTIVE
ACCT_WanXPqHUQm,CUST_vIQD40YgXs,VIRTUAL_WALLET,BRL,0.0,2025-08-20,ACTIVE
ACCT_fGJt7bSs-T,CUST_HQoZUlyc1L,CREDIT,BRL,14588.039526439563,2021-02-14,ACTIVE
ACCT_9XA8bOf95d,CUST_KZmSpaO7kz,SAVINGS,EUR,481.8960778400917,2021-10-18,ACTIVE
ACCT_b71IZrOvqZ,CUST_FAc1s--x41,VIRTUAL_WALLET,USD,419.48956459604614,2016-01-29,ACTIVE
ACCT_kGMZMsIQr9,CUST_OLXEVhy@5Z,SAVINGS,BRL,4967.423968289977,2016-11-03,ACTIVE
ACCT_sEdc2VLaD7,CUST_dOXKFML@c-,CHECKING,USD,1590.3369544233685,2023-07-26,ACTIVE
ACCT_JmZlP94vkn,CUST_4-4OKrk8bL,SAVINGS,USD,6662.870272345063,2021-10-16,ACTIVE
ACCT_L58hc7DOWk,CUST_CqG7Mn4S7k,VIRTUAL_WALLET,EUR,933.9541288384919,2016-08-25,ACTIVE
ACCT_UuOVbLwcU_,CUST_3CSpQBmOHi,VIRTUAL_WALLET,USD,438.0067413585113,2020-07-11,ACTIVE
ACCT_ItpqI17ALs,CUST_G4lOllvYtp,CHECKING,USD,452.9441137919874,2015-06-13,ACTIVE
ACCT_xSYHdB@@Nl,CUST_OrQ0cpf7NX,CHECKING,MXN,4077.7733295395105,2020-09-03,ACTIVE
ACCT_uvDPzFFi5_,CUST_VpTZZkf033,CREDIT,EUR,9282.095468751117,2021-03-27,ACTIVE
ACCT_@ucRlC28Dl,CUST_lP3lAmImd1,SAVINGS,EUR,2180.3305894751747,2021-03-01,ACTIVE
ACCT__o61W74BfC,CUST_-j5jIGervi,WALLET,EUR,0.0,2023-07-05,ACTIVE
ACCT_VU8GNS_N31,CUST_MphQmzdUBi,CREDIT,EUR,11047.507148983983,2016-12-22,ACTIVE
ACCT_KBhP6hKL52,CUST_sHHHJEomE5,WALLET,USD,0.00,2014-11-02,ACTIVE
ACCT_1uOW8zv2Qr,CUST_cR9xoD2mAb,CREDIT,BRL,1196.1891464901184,2016-12-28,ACTIVE
ACCT_yPHXGynzoi,CUST_h3d8nYcGKV,CHECKING,EUR,0.0,2015-06-19,ACTIVE
ACCT_NxOOTYi1VM,CUST_MPZAQiykGF,WALLET,EUR,0.0,2015-05-18,ACTIVE
ACCT_TGKvxZGT2O,CUST_XVT@nMvuOY,CREDIT,EUR,13364.30,2022-07-09,INACTIVE
ACCT_S5s1zTKjyx,CUST_L5zVE0sY2a,CREDIT,MXN,8709.02,2012-11-03,ACTIVE
ACCT_wwVXz2tBsq,CUST_1ruy7@-sYY,SAVINGS,USD,1613.4087866952368,2018-07-21,ACTIVE
ACCT_N6Ws5IFOwN,CUST_UpH8IxSXiA,VIRTUAL_WALLET,EUR,0.0,2021-07-28,ACTIVE
ACCT_Nz147jE5Km,CUST_cv6HmOYyEM,WALLET,USD,1252.56143354504,2020-03-08,ACTIVE
ACCT_CsccwX3jaM,CUST_c3TZFz8B8_,SAVINGS,GBP,9810.830840925848,2016-09-25,ACTIVE
ACCT_H4gdRxSqda,CUST_bRL6ACd09q,CREDIT,EUR,8011.534262559961,2019-12-12,ACTIVE
ACCT_081w_vKNtM,CUST_A9YD3w-yxt,SAVINGS,USD,0.0,2016-05-01,ACTIVE
ACCT_suYHsUHMeZ,CUST_Rh9DF736Je,CREDIT,BRL,1040.97,2023-05-02,ACTIVE
ACCT_8ILla-4le-,CUST_TMiQe5zoPS,WALLET,BRL,0.0,2019-10-28,ACTIVE
ACCT_B96h@CXC7c,CUST_WKtzhjKsCN,VIRTUAL_WALLET,EUR,0.0,2019-12-07,ACTIVE
ACCT_8OdqCDVS4V,CUST_ifdI-cT_J0,WALLET,EUR,666.3236649305097,2022-03-08,ACTIVE
ACCT_8WvC@T4GY1,CUST_bpffMRTCw2,CHECKING,MXN,2314.9416088993157,2017-02-04,ACTIVE
ACCT_43JSFZENuU,CUST_NVxEaXedSS,WALLET,GBP,290.3960266890532,2011-12-28,ACTIVE
ACCT_kl5Xswfmz4,CUST_OgD6vCOvky,SAVINGS,BRL,4428.534604644024,2021-10-13,INACTIVE
ACCT_T73jdR7qqU,CUST__bO0I1Gwm0,WALLET,GBP,157.53,2020-03-11,ACTIVE
ACCT_gnlmZJPD@G,CUST_JyzUO1@Nyf,CREDIT,USD,10184.23065914398,2020-03-06,ACTIVE
ACCT_5folJrpivS,CUST_zBakcfDxRW,CREDIT,BRL,0.0,2019-08-06,BLOCKED
ACCT_5lS1L4sWOO,CUST_pBtAaJzf19,WALLET,USD,1133.38,2013-12-27,ACTIVE
ACCT_7RrmidgemQ,CUST_MAoPsDQ26Z,CHECKING,USD,4058.06,2015-12-16,ACTIVE
ACCT_DnLrVeJPBg,CUST_l_iV8BwiQr,CHECKING,EUR,748.24,2012-08-24,ACTIVE
ACCT_QOVR2ipqRA,CUST_FYU_Zm1_3u,CREDIT,MXN,0.0,2021-08-24,ACTIVE
ACCT_YhTy@SwuBK,CUST_Qaqws3RXkf,WALLET,EUR,447.4912529757915,2015-04-26,ACTIVE
ACCT_2QdUUokqqj,CUST_MDCtW01Qdq,CREDIT,GBP,23503.86371937969,2024-03-17,INACTIVE
ACCT_zYYs7Vb8Cg,CUST_0oaqvoEpqt,CHECKING,BRL,906.3533975739238,2017-03-12,ACTIVE
ACCT_0OYkuS17SZ,CUST_k26BIZjRU6,WALLET,BRL,0.0,2023-07-26,BLOCKED
ACCT_LEbLZLhlgw,CUST_HX0SWh8V3@,CREDIT,MXN,9920.534217918821,2012-12-17,ACTIVE
ACCT_4URH6P7nA5,CUST_srWOhEs3br,CHECKING,MXN,1126.4736300719105,2016-03-23,ACTIVE
ACCT_YQvPxcK7N4,CUST_oqJ@c5ZPCV,CHECKING,EUR,33.99,2021-06-19,INACTIVE
ACCT_I_qwusoLjQ,CUST_PNUIfLKEKa,CHECKING,USD,3258.83,2019-05-18,INACTIVE
ACCT_wAjHsGeTP6,CUST__@rXH3C-35,CREDIT,MXN,18981.08941620773,2017-03-29,INACTIVE
ACCT_UWEGWJlyDX,CUST_85BcKHl4K3,CHECKING,USD,2588.4765545403043,2014-11-06,ACTIVE
ACCT_oAYK9uJnZk,CUST_aR-jN4m1AE,WALLET,EUR,152.3644956008643,2017-01-27,INACTIVE
ACCT_wDaWeMplLV,CUST_Xhn8QlxALG,CREDIT,USD,0.00,2024-10-19,INACTIVE
ACCT_3aXyCmELQ-,CUST_sjR9Oc-UxE,CREDIT,BRL,11278.50492736058,2021-01-25,ACTIVE
ACCT_8ruYUMp_ru,CUST_ujiI1tZx82,CREDIT,USD,0.0,2020-04-15,ACTIVE
ACCT_wy8cVO2hjT,CUST_to8lf8ckxB,WALLET,USD,389.15347500760095,2018-10-24,ACTIVE
ACCT__arVOMQao_,CUST_0@atDqNemK,CREDIT,EUR,478.20,2013-12-29,ACTIVE
ACCT_LnhG3T5Jp6,CUST_V5BufQy5Co,VIRTUAL_WALLET,USD,294.3794846211061,2014-08-24,ACTIVE
ACCT_npj5MQXcVU,CUST_KTD7Fj_uP7,CHECKING,MXN,0.0,2025-05-05,INACTIVE
ACCT_0rvEak8-VK,CUST_PLyCSQTpvo,VIRTUAL_WALLET,BRL,742.2129011412841,2023-07-16,INACTIVE
ACCT_C4RqKumc3p,CUST_2Wq4@-Uwg8,CHECKING,GBP,2583.4724485261677,2017-04-01,ACTIVE
ACCT_ShXdcpGhdC,CUST_MvH8Lyd_ub,WALLET,EUR,734.38,2015-08-01,ACTIVE
ACCT_PvHqOBNz9U,CUST_cpfU4xilb7,WALLET,EUR,0.0,2015-02-27,ACTIVE
ACCT_C0Cp2rx88P,CUST_vmRvYvgV4y,CHECKING,EUR,0.00,2024-06-30,ACTIVE
ACCT_D8f0e5hlyg,CUST_8-7bcCG-N1,WALLET,EUR,22.654565500203304,2015-07-26,ACTIVE
ACCT_5jOkFaDG3B,CUST_NJIlchBbBC,SAVINGS,USD,2190.09,2018-10-30,ACTIVE
ACCT_JPG6s@5CMC,CUST_FoZQjvTsPM,VIRTUAL_WALLET,GBP,945.1953814827896,2020-03-14,ACTIVE
ACCT_vl3JsUHwmb,CUST_P7oRWpD9kj,WALLET,EUR,0.0,2019-03-03,ACTIVE
ACCT_h@dHvFD9Kb,CUST_uzNcEMtgYk,SAVINGS,USD,0.0,2016-08-24,ACTIVE
ACCT_PJM-dRvwxB,CUST_bhPpzlLA6B,SAVINGS,EUR,4374.817898344664,2020-05-22,ACTIVE
ACCT_mBHl0U719c,CUST_fAFs9YCBdD,SAVINGS,EUR,3194.493374919057,2018-02-11,ACTIVE
ACCT_tKKAj1AAz4,CUST_C5PGj09wz5,VIRTUAL_WALLET,EUR,81.92963663064792,2023-04-15,ACTIVE
ACCT_XDxskVxGAT,CUST_-jnEtufTeC,VIRTUAL_WALLET,BRL,168.11395529458883,2018-08-02,INACTIVE
ACCT_EgRcALusM_,CUST_Hh8jK8hULV,VIRTUAL_WALLET,GBP,119.40391348548515,2017-05-18,ACTIVE
ACCT_B9zWU_MQO_,CUST_NhCX2DtH3J,CHECKING,GBP,3064.79,2020-02-24,ACTIVE
ACCT_mnSFAYzqHK,CUST_oqbv1XcQCk,SAVINGS,EUR,6400.156599111408,2015-02-07,ACTIVE
ACCT_4N2Xienr@P,CUST_0-Q2HNtsLd,WALLET,EUR,0.00,2022-06-22,ACTIVE
ACCT_orlC9Dh@uQ,CUST_VSiHyTAq5J,VIRTUAL_WALLET,USD,759.97,2017-08-10,ACTIVE
ACCT__F4BgYav7A,CUST_wlbukqvTmO,SAVINGS,EUR,8117.922151798994,2020-12-18,ACTIVE
ACCT_BqvBNnoz@Y,CUST_bc2wWb5wgw,SAVINGS,BRL,0.0,2016-06-28,ACTIVE
ACCT_flaQdgh6UA,CUST_asy3N@v5m6,WALLET,BRL,535.2923610728388,2016-05-27,ACTIVE
ACCT_HmK_o77qf1,CUST_Rik0uVBp9-,VIRTUAL_WALLET,EUR,450.27,2013-04-26,ACTIVE
