TRANSACTION_ID,INVESTIGATION_COST,CUSTOMER_SUPPORT_COST,LOST_INTERCHANGE
TXN_W-jXhq-5CyrH,0.0,0.0,0.0
TXN_Bey@--18Yuq5,0.0,0.0,0.0
TXN_3fcRxp41oQ@k,0.0,0.0,0.0
TXN_QkokuJj0EjsF,0.0,0.0,0.0
TXN_c-zu85iUXB9P,0.0,0.0,0.0
TXN_8FHin@gOpf2Z,0.0,0.0,0.0
TXN_mwZ-gE71RcOZ,0.0,0.0,0.0
TXN_DAaFsWA28HWM,0.0,0.0,0.0
TXN_PsJ1LI0GyKy9,0.0,0.0,0.0
TXN_qOshIuUu7LJD,0.0,0.0,0.0
TXN_qVfC0azWUjI2,0.0,0.0,0.0
TXN_ZcaXoNGuWzhG,0.0,0.0,0.0
TXN_7jorr9XdKlz9,0.0,0.0,0.0
TXN_3uormuGa3YLP,0.0,0.0,0.0
TXN_kugdOW2YBM8Z,0.0,0.0,0.0
TXN_DYQopFWYZIle,0.0,0.0,0.0
TXN_4fZISx3VGdf9,0.0,0.0,0.0
TXN_fM6HO960UwzC,0.0,0.0,0.0
TXN_wgtdm_LEej-2,0.0,0.0,0.0
TXN_MqgrpxwsvzhU,0.0,0.0,0.0
TXN_RBF2Nc2P-0la,0.0,0.0,0.0
TXN_bdC4OhXg8L1J,0.0,0.0,0.0
TXN_k@KsV1mNR9Yy,0.0,0.0,0.0
TXN_kdW5Got6ZcyK,0.0,0.0,0.0
TXN_eoaEbCO702NW,0.0,0.0,0.0
TXN_2owiDlond0SC,0.0,0.0,0.0
TXN_PcVFbztbhffK,0.0,0.0,0.0
TXN_u-v20HX6gQg3,0.0,0.0,0.0
TXN_Wyx0wc9eKhww,0.0,0.0,0.0
TXN_-ZLUZzAsj71X,0.0,0.0,0.0
TXN_Mgbqm-t8Rojq,0.0,0.0,0.0
TXN_MvvtWaaAdsOe,0.0,0.0,0.0
TXN_HLVJE5t7gPni,0.0,0.0,0.0
TXN_NCOtMUPd30ve,0.0,0.0,0.0
TXN_MZXOPw0V3RUa,0.0,0.0,0.0
TXN_50pVzvlLfp61,0.0,0.0,0.0
TXN_NXw7Wb7Vtbx7,0.0,0.0,0.0
TXN_xQ9Eq4qX2DgG,0.0,0.0,0.0
TXN_Wq@nLjLvgd4v,0.0,0.0,0.0
TXN_G7219_VKprq9,0.0,0.0,0.0
TXN_4f@5SejOwD1Y,0.0,0.0,0.0
TXN_sHOE-62ISHKU,102.23,42.31,3.03
TXN_RMlBdPWpTUUf,0.0,0.0,0.0
TXN_xrGQ9FABfwDk,0.0,0.0,0.0
TXN_moA-B9tGCqdZ,0.0,0.0,0.0
TXN_IFHCR7_FKX@Z,0.0,0.0,0.0
TXN_c3YJzFl1ueoo,0.0,0.0,0.0
TXN_EsNZrJS66jEs,0.0,0.0,0.0
TXN_58gseAfFRlVZ,0.0,0.0,0.0
TXN_2H8Hqm47RTPc,0.0,0.0,0.0
TXN_wMoS4X5PNYS9,0.0,0.0,0.0
TXN_XF-YpNsXdQ7b,0.0,0.0,0.0
TXN_CdJ7Mcb0jvQ-,0.0,0.0,0.0
TXN_PJA051p2JoPl,0.0,0.0,0.0
TXN_GeW3kV1NyCh-,0.0,0.0,0.0
TXN__26iXpBNCF51,0.0,0.0,0.0
TXN_nslnMVwqx4TI,87.27,29.69,3.28
TXN_MtenBhQePz6R,0.0,0.0,0.0
TXN_9LbKEZCNM6@w,0.0,0.0,0.0
TXN_PxRc3Umfk11g,0.0,0.0,0.0
TXN_-qYvDVMMS3ZT,0.0,0.0,0.0
TXN_htUzPJVXmD13,0.0,0.0,0.0
TXN_YFTXnusc3f61,0.0,0.0,0.0
TXN_i17B3Xb4iw1t,0.0,0.0,0.0
TXN_Rqln@Pb5ji0D,0.0,0.0,0.0
TXN_yj8HAYZOoH25,0.0,0.0,0.0
TXN_0MjxZE9IcAHp,0.0,0.0,0.0
TXN_plUTDffBUMZW,0.0,0.0,0.0
TXN_6Tfgqmf7-Yza,0.0,0.0,0.0
TXN_Mk_KWn3gzB0k,0.0,0.0,0.0
TXN_Ktba549n44bh,0.0,0.0,0.0
TXN_BB94cNB6QzCV,0.0,0.0,0.0
TXN_uAP18VpdTRpT,0.0,0.0,0.0
TXN_C_ROt-LzBjXq,0.0,0.0,0.0
TXN_X5vFuGfVjMz4,0.0,0.0,0.0
TXN_X2-ilul9dMCP,0.0,0.0,0.0
TXN_jaulap3xOJ3r,0.0,0.0,0.0
TXN_4JVyjtofZAR9,0.0,0.0,0.0
TXN_LYaqpCoGFfwG,0.0,0.0,0.0
TXN_XnpDHiEo-Hj4,0.0,0.0,0.0
TXN_WB4u7jkcxFz1,0.0,0.0,0.0
TXN_1km-gF42@i@D,0.0,0.0,0.0
TXN_4koZeoGV1EV@,0.0,0.0,0.0
TXN_XW3U0W@0oL8B,0.0,0.0,0.0
TXN_OERiIbbH8oHm,0.0,0.0,0.0
TXN_TL0kGmGmgGL_,0.0,0.0,0.0
TXN_UDyHCHcHb5DY,0.0,0.0,0.0
TXN_AmZXy8ALDRkM,0.0,0.0,0.0
TXN_0WMTY2M9-fT1,0.0,0.0,0.0
TXN_3PX9QuQTHlWE,0.0,0.0,0.0
TXN_nYN_gtdtGpXI,0.0,0.0,0.0
TXN_jku-ETrbyP-v,0.0,0.0,0.0
TXN_yZlnwz74m4fd,0.0,0.0,0.0
TXN_xav8J4mW5L17,0.0,0.0,0.0
TXN_olqZMDkktIgJ,0.0,0.0,0.0
TXN_3Y9bRl4BjtVf,0.0,0.0,0.0
TXN_NO5gJAl@MbCA,0.0,0.0,0.0
TXN_O-RRUoU4UNXs,0.0,0.0,0.0
TXN_CX-Ng8cRvd3Q,0.0,0.0,0.0
TXN_Uyz8Na2dWWun,0.0,0.0,0.0
TXN_g2DIBa@LhxPh,0.0,0.0,0.0
TXN_SXRYXBOTt-g0,0.0,0.0,0.0
TXN_V1vXdh@TsxH8,0.0,0.0,0.0
TXN_wJ4VNZ@zZNKK,0.0,0.0,0.0
TXN_@Fga1-76r-Uk,0.0,0.0,0.0
TXN_vb_1ugbCasTl,0.0,0.0,0.0
TXN_WIoEvwP4y2Ai,0.0,0.0,0.0
TXN_8Jp9FuD3pULL,0.0,0.0,0.0
TXN_MZ8vvwYWEq_j,0.0,0.0,0.0
TXN_pjIMbKZFbDJK,0.0,0.0,0.0
TXN_umrYi0TFOgVr,0.0,0.0,0.0
TXN_xAqZ1sy5V0oD,0.0,0.0,0.0
TXN_MErrvbhvCMd_,0.0,0.0,0.0
TXN_YUPLDEbcqs_R,0.0,0.0,0.0
TXN_-g57yIPsYlJO,0.0,0.0,0.0
TXN_m4_Yi3LeFIpU,0.0,0.0,0.0
TXN_NyrM1RSHhonC,0.0,0.0,0.0
TXN_fOSrCCTLV5Y8,0.0,0.0,0.0
TXN_y2DQu5pR0yP7,0.0,0.0,0.0
TXN_xtGvVtcqkYKo,0.0,0.0,0.0
TXN_Nix1riOG2dZ_,0.0,0.0,0.0
TXN_vKg5qw9AFxk3,0.0,0.0,0.0
TXN_UazQl01-wanQ,0.0,0.0,0.0
TXN_n48XqoTKWq4d,0.0,0.0,0.0
TXN_Bu-NatVfu_Tg,0.0,0.0,0.0
TXN_B7vENjW6xQWN,0.0,0.0,0.0
TXN_e9UiwWttk@P-,0.0,0.0,0.0
TXN_gjoMOYhV2f-j,0.0,0.0,0.0
TXN__EfY-OEhmQl2,0.0,0.0,0.0
TXN_cBwm94TIUB75,0.0,0.0,0.0
TXN_MS9r97IMtVRu,0.0,0.0,0.0
TXN_2XlcjIssxkgs,0.0,0.0,0.0
TXN_Wv2QA-88svEe,0.0,0.0,0.0
TXN_F9J8GTeFva53,0.0,0.0,0.0
TXN_4YBQInaH3D72,0.0,0.0,0.0
TXN__fqXcxia4sEQ,0.0,0.0,0.0
TXN_I8c@ocOl47Lt,0.0,0.0,0.0
TXN_0@E5OF_5h0MD,0.0,0.0,0.0
TXN_H8L5WY0f18mp,0.0,0.0,0.0
TXN_Mq7JyW@QSDxh,0.0,0.0,0.0
TXN_3CURojsRlYsK,0.0,0.0,0.0
TXN_hYYEy-l80Fms,0.0,0.0,0.0
TXN_iuyQV4uF0rHb,0.0,0.0,0.0
TXN_JvLnCCUxsUjE,0.0,0.0,0.0
TXN_Wjj7c8MNYXCj,0.0,0.0,0.0
TXN_mxMuksEdXtJH,0.0,0.0,0.0
TXN_86Gc4Q1thttC,0.0,0.0,0.0
TXN_st6cBpkr@uRM,0.0,0.0,0.0
TXN_Jc0f5RigXR-b,0.0,0.0,0.0
TXN_jVj5ZhQFbxln,0.0,0.0,0.0
TXN_nRAy3Gc-6x8e,0.0,0.0,0.0
TXN_e0ToWVlgxcB_,0.0,0.0,0.0
TXN_0Q57pnf67YWB,0.0,0.0,0.0
TXN_8B84Oc3-ILYz,0.0,0.0,0.0
TXN_rNAfyGRE1ZwE,0.0,0.0,0.0
TXN_SXe0ORcxTihD,0.0,0.0,0.0
TXN_J@V4hANHDmnx,0.0,0.0,0.0
TXN_Iix8DZ1l@6yN,0.0,0.0,0.0
TXN_xB7DV@XxXLih,0.0,0.0,0.0
TXN_Q-AF3b@WV6q1,0.0,0.0,0.0
TXN_vC@XfrlSgf1I,0.0,0.0,0.0
TXN_SzLDSqa0qomp,0.0,0.0,0.0
TXN_whsEcmKnqena,0.0,0.0,0.0
TXN_l@yhdpgNjWJ4,0.0,0.0,0.0
TXN_xNwnvjJG7kXc,0.0,0.0,0.0
TXN_7sE8EpN8mbpu,0.0,0.0,0.0
TXN_os@q3nryL7E6,0.0,0.0,0.0
TXN_G01wpM@Pr7T9,0.0,0.0,0.0
TXN_q7LfRx5pX2YR,0.0,0.0,0.0
TXN_23RZyf9INwNs,0.0,0.0,0.0
TXN_2qOkKMdxbx8B,0.0,0.0,0.0
TXN_uH8zAn5jNJHH,0.0,0.0,0.0
TXN_OAA21DDUwjw@,0.0,0.0,0.0
TXN_Ea2_t82FRVL_,0.0,0.0,0.0
TXN_9lNRG_YU87Kt,0.0,0.0,0.0
TXN_PSYV4oZ@6Czn,0.0,0.0,0.0
TXN_sm4oIqZBhczo,0.0,0.0,0.0
TXN_p5tf7rrNT925,0.0,0.0,0.0
TXN_SM8atKkU0fMs,0.0,0.0,0.0
TXN_mR7el1jF1KaO,0.0,0.0,0.0
TXN_ZbnqnICd3GuJ,0.0,0.0,0.0
TXN_GAcSROptIibx,0.0,0.0,0.0
TXN_sRCAtscA27fL,0.0,0.0,0.0
TXN_bJKkJ3T2r1iy,0.0,0.0,0.0
TXN_W-zCEu070bIq,0.0,0.0,0.0
TXN_-LNuasnHXjI-,0.0,0.0,0.0
TXN_XlL-JwciiL@S,0.0,0.0,0.0
TXN_f7LX5GbvaGtG,0.0,0.0,0.0
TXN_qZJDdNtx1nV7,0.0,0.0,0.0
TXN_Z4an0HAthiI9,0.0,0.0,0.0
TXN_I5zkNAbbaa_v,0.0,0.0,0.0
TXN_89ei8_gCqoEw,0.0,0.0,0.0
TXN_5RpL@Vsj5BAr,0.0,0.0,0.0
TXN_IAGOxngi_Pkw,0.0,0.0,0.0
TXN_FPi5-PhoimuT,0.0,0.0,0.0
TXN_aYtd78OkxdpD,0.0,0.0,0.0
TXN_Q8ujGFXt_ChJ,0.0,0.0,0.0
TXN_Kd@JJmpsvq81,0.0,0.0,0.0
TXN_mJ6-szd_nmrq,0.0,0.0,0.0
TXN_us3Dfsxkdoua,0.0,0.0,0.0
TXN_QpxIPfsNdzIY,0.0,0.0,0.0
TXN_jHdKjyfD4uck,0.0,0.0,0.0
TXN_oUoRbmG3z5_0,0.0,0.0,0.0
TXN_Te1YjQbFdpiw,0.0,0.0,0.0
TXN_LnChU14lAZb-,0.0,0.0,0.0
TXN_9IqtDqr@ENQa,0.0,0.0,0.0
TXN_eLXcBAHpBE7k,0.0,0.0,0.0
TXN_DEaxl37nSkTP,0.0,0.0,0.0
TXN_WM21wMpNUvq-,0.0,0.0,0.0
TXN_9ffudAix_vWi,0.0,0.0,0.0
TXN_RYp71NxV7SI6,0.0,0.0,0.0
TXN_6ru5ZF5n@iAY,0.0,0.0,0.0
TXN_xXe3BTHO7IBZ,0.0,0.0,0.0
TXN_X_oda5CQg94K,0.0,0.0,0.0
TXN_t6nQvy2k3F36,0.0,0.0,0.0
TXN_u74LbDM60ZwO,0.0,0.0,0.0
TXN_xutFflIk6xoK,0.0,0.0,0.0
TXN_psyKuD6zUOTA,0.0,0.0,0.0
TXN_x0o_3NCaCXKc,0.0,0.0,0.0
TXN__Um3OTQQ@ZSL,0.0,0.0,0.0
TXN_532TermJS4na,0.0,0.0,0.0
TXN_hkwx4@EsQhYX,0.0,0.0,0.0
TXN_TudH-OTY8z24,0.0,0.0,0.0
TXN_PxYY2jUwaSps,0.0,0.0,0.0
TXN_J2MwDLb4MoAK,0.0,0.0,0.0
TXN_qLTxmQ-Z_Cqu,0.0,0.0,0.0
TXN_vzEQzNGDdlJX,0.0,0.0,0.0
TXN_U-SqCjM7ZtHK,0.0,0.0,0.0
TXN_@ZZNtU@YLJS9,0.0,0.0,0.0
TXN_eRXWhFKpXU8W,0.0,0.0,0.0
TXN_uad735YV5LNL,0.0,0.0,0.0
TXN_SLFhAP1Tq2ns,0.0,0.0,0.0
TXN_esBJCuQ-zj_6,0.0,0.0,0.0
TXN_Z@Tid1ryXfy4,0.0,0.0,0.0
TXN_L8vKpdku3NO4,0.0,0.0,0.0
TXN_OBu5AgmVGC8T,0.0,0.0,0.0
TXN_NFtZwwDe7goz,0.0,0.0,0.0
TXN_nwT1@4PNfg@H,0.0,0.0,0.0
TXN_bW4ZqPjB96AF,0.0,0.0,0.0
TXN_1yBCXLDa848Q,0.0,0.0,0.0
TXN_kN3A704A_6_Q,0.0,0.0,0.0
TXN_4hjyFNWs2Q29,0.0,0.0,0.0
TXN_dsIeu7sxgWM7,0.0,0.0,0.0
TXN_W9l8@5moAkEf,0.0,0.0,0.0
TXN_q9Wgn8D-B0Ld,0.0,0.0,0.0
TXN_ItYXu4-ogAP@,0.0,0.0,0.0
TXN__h3tL87xKi0c,0.0,0.0,0.0
TXN_S_ZTq8Y4osoG,0.0,0.0,0.0
TXN_l5MLQm7olBkd,0.0,0.0,0.0
TXN_W7S-dTORIIzP,0.0,0.0,0.0
TXN_F3tHS560i4yL,0.0,0.0,0.0
TXN_N0ED-fguYNlG,0.0,0.0,0.0
TXN_6yuK2uQqMij2,0.0,0.0,0.0
TXN_K8LCeeQcMnG7,0.0,0.0,0.0
TXN_MOZqre0y9uxA,0.0,0.0,0.0
TXN_5cRvKpFCtcBe,0.0,0.0,0.0
TXN_JoSlpW4cNzFZ,0.0,0.0,0.0
TXN_0gtdVomb-7rc,0.0,0.0,0.0
TXN_fl5ZzHowWUau,0.0,0.0,0.0
TXN_5UNxly_JJlmn,0.0,0.0,0.0
TXN_uMtDZkQwtDLc,0.0,0.0,0.0
TXN_IC7_ZZPMVDzo,0.0,0.0,0.0
TXN_V@KoODJuu7HU,0.0,0.0,0.0
TXN_I0Ch@IyVBDlv,0.0,0.0,0.0
TXN_wb7quZJHrJ_i,0.0,0.0,0.0
TXN_44p3vy6vQSQF,0.0,0.0,0.0
TXN_O4g-vKEqj2Np,0.0,0.0,0.0
TXN_KaShlL4pA16t,0.0,0.0,0.0
TXN_vPzcGiACQYfe,0.0,0.0,0.0
TXN_YUsm4VigncgY,0.0,0.0,0.0
TXN_tOps-IQ690Fy,0.0,0.0,0.0
TXN_k5YDWtAq72jN,0.0,0.0,0.0
TXN_KXFQCVbI4qP8,0.0,0.0,0.0
TXN_DIyEE4373vgr,0.0,0.0,0.0
TXN_rfEgHRnVDbRi,0.0,0.0,0.0
TXN_6yBUMPUgnFIM,0.0,0.0,0.0
TXN_v41Ya0_p6sKT,0.0,0.0,0.0
TXN_jko4Ay4FC3hl,0.0,0.0,0.0
TXN_46u14PdanQXi,0.0,0.0,0.0
TXN_YYmYxo1sEzU4,60.98,64.58,4.97
TXN_c8L2C4RSJcjl,0.0,0.0,0.0
TXN_lTSo9ogVn53m,0.0,0.0,0.0
TXN_1FG7LMWh@TUZ,0.0,0.0,0.0
TXN_4ogFCQY0zAIP,0.0,0.0,0.0
TXN_vDlpD@EAO9pA,0.0,0.0,0.0
TXN_R7tvDzBlyiaE,0.0,0.0,0.0
TXN_0tCrRsCdENWn,0.0,0.0,0.0
TXN_eAoVbXRKAECE,0.0,0.0,0.0
TXN_i_gynQUvI0s1,0.0,0.0,0.0
TXN_tyNkaFt1-wpU,0.0,0.0,0.0
TXN_ImhTVqfNtbxp,0.0,0.0,0.0
TXN_c3RsOynvekib,0.0,0.0,0.0
TXN_d-ofuiV9Qdki,0.0,0.0,0.0
TXN_E4VLcXG_9qI-,0.0,0.0,0.0
TXN_j2S-OpDrYAqk,0.0,0.0,0.0
TXN_wt39FC9zW5Ac,0.0,0.0,0.0
TXN_daMmWqrqXTKI,0.0,0.0,0.0
TXN_nSOeUTTG1mRp,0.0,0.0,0.0
TXN_mKq0zkvS9U8o,0.0,0.0,0.0
TXN_6iP6@N5Qt8A8,0.0,0.0,0.0
TXN_p2cu0SLNkh8m,0.0,0.0,0.0
TXN_WZKDm8MzNid@,0.0,0.0,0.0
TXN_LK3DAOX-1C1q,0.0,0.0,0.0
TXN_MYjMxofeD1zh,0.0,0.0,0.0
TXN_IZ5jhmDJnigm,0.0,0.0,0.0
TXN_vT4uUywYon8W,0.0,0.0,0.0
TXN_l392isuV6Dl8,0.0,0.0,0.0
TXN_gPOeBaeM2xcj,0.0,0.0,0.0
TXN_jN5Wd8SY3D5L,0.0,0.0,0.0
TXN_8vt8iPCZ-C8h,0.0,0.0,0.0
TXN_vqKqe@IIrKXs,0.0,0.0,0.0
TXN_N5Jc@QL0dW0D,0.0,0.0,0.0
TXN_BMn@29rqL6DP,0.0,0.0,0.0
TXN_Qm@YjC6OcZkh,0.0,0.0,0.0
TXN_-DTjDPR2rVJg,0.0,0.0,0.0
TXN_4ZnvmMdgkwvP,0.0,0.0,0.0
TXN_wR_jr5M5Z1rY,0.0,0.0,0.0
TXN_45SX2QjpfGV6,0.0,0.0,0.0
TXN_i0MIoCQwJL9k,0.0,0.0,0.0
TXN_mI2nVw_@JstL,0.0,0.0,0.0
