TRANSACTION_ID,INVESTIGATION_COST,CUSTOMER_SUPPORT_COST,LOST_INTERCHANGE
TXN_O2i-Aszz-vmK,-36.54,-38.09,-43.81
TXN_ibq8MFtiZHnX,-46.11,-43.58,-32.28
TXN_ZJ@zMlBwMme8,-37.1,-36.28,-37.82
TXN_LMRldzeqUoe5,-43.02,-30.52,-48.17
TXN_hie3mwdBcAPu,-44.88,-36.63,-31.82
TXN_Q65u1gpPJq2p,-48.89,-42.3,-48.86
TXN_zVYwr-rADsoD,5.8,14.46,1.83
TXN_dkR4vopUXYAO,13.23,9.58,1.65
TXN_NOmdOdqOE06R,-34.05,-35.51,-34.51
TXN_AuGJkjcvEsuN,-34.9,-47.67,-33.51
TXN_ijmNvVc8WSna,-30.77,-34.89,-47.25
TXN_HLnr1W_Awu_N,-37.06,-41.83,-37.68
TXN_Ai1DjYVYj7QV,-44.97,-33.98,-30.51
TXN_kjuT@T49Scda,-32.58,-48,-34.78
TXN_8DCoqOK0veOj,11.84,8.47,1.37
TXN_YvFNHjt2qMHm,-35.96,-33.26,-40.8
TXN_Uk@FhorrKx1d,-48.18,-37.87,-40.99
TXN_LHgimSnDz_wl,-35.64,-35.95,-43.95
TXN_jT7fvOR27oE-,5.47,13.9,1.72
TXN_mAYD9zDBA8CH,-40.73,-38.13,-38.23
TXN_o1cZJOBoKzFV,-49.6,-48.8,-45.59
TXN_ydJvskV4SQju,-33.06,-33.74,-41.78
TXN_3tQm2zMNgeEU,-39.73,-40.72,-39.56
TXN_Z9ofzea6kxGI,-48.59,-40.85,-31.06
TXN_DXW8vOKp_epl,-42.41,-36.23,-45.45
TXN_vNcQbR6LnXFI,-32.54,-31.57,-44.43
TXN_@LI@fXgeuzEX,-47.14,-34.35,-42.52
TXN_TWj2a7UXXoZj,-42.79,-49.41,-47.38
TXN_AOlZOmygK_xp,-37.99,-50,-35.2
TXN_P9SEC8Gq-EaH,-33.65,-37.92,-31.3
TXN_w@6HcFf2J7qC,-35.46,-30.68,-35.83
TXN_ewdq75ko73aR,-48.41,-30.33,-37.46
TXN_HKFBcYBz7rJ9,-41.6,-46.24,-40.85
TXN_8f_li-oEaA0M,-38.81,-44.45,-45.42
TXN_VPhx3T@DG8qO,-43.89,-35.21,-36.26
TXN_UwRDel2rs@fb,-42.73,-37.23,-40.21
TXN_dqpFvTJIUfDu,-30.06,-45.19,-35.54
TXN_pBIrNGY68poZ,-45.03,-44.19,-40.14
TXN_igURqH-PxNGZ,-40.27,-39.4,-47.01
TXN_LgS1twi4VPDc,-36.65,-48.29,-43.73
TXN_paDd1Wum9glb,-36.78,-30.63,-40.34
TXN_PrCb2IGxmG4h,-34.86,-37.66,-45.03
TXN_e5Sat0TBcpVY,-34.31,-43.19,-46.14
TXN_ZOokSN5-39tx,-44.52,-38.03,-41.8
TXN_PYH4AfOORfgS,-41.64,-33.36,-33.96
TXN_c_NhBSKf9DFH,-40.04,-31.19,-44.8
TXN_dKFEcccuo75a,-41.61,-47.27,-30.07
TXN_hWMBdPOAJN23,-49.13,-30.92,-32.78
TXN_Vanb4pGfIRVO,-49.36,-31.49,-48.09
TXN_-q6M5@NLxm2H,-33.22,-34.79,-41.51
TXN_Q3fH2LHbMn-0,-43.93,-45.72,-37.67
TXN_Y_3QEG_@T5GM,-46.75,-37.38,-40.24
TXN_M8NwHh@_Sdh4,-43.29,-39.97,-44.51
TXN_9ot7zY2BnCme,-43.26,-33.55,-47.14
TXN_uTyp@_9kVAxO,-43.88,-39.02,-49.68
TXN__fIXxpo@4lRW,-42.68,-39.99,-40.57
TXN_yAGuGlA2jjpl,-41.4,-36.7,-34.12
TXN_FQGP_yQeJioI,-31.25,-31.29,-32.15
TXN_GXP_omB02yOI,-34.67,-47.93,-44.67
TXN_diP14a2rkOVs,-43.85,-47.9,-32.25
TXN_rqXQ7EwF-AZW,-36.07,-30.42,-44.57
TXN_wKl9AgGtSL2l,-31.16,-32.82,-32.87
TXN_wCI_vxy29v4J,-30.97,-40.52,-31.29
TXN_nSHXdhQHE-RH,-45.9,-39.96,-31.06
TXN_jZ2loQBYZ3lw,-31.44,-48.6,-35.72
TXN_Nj8ghhSZC2n0,-42.01,-41.48,-30.21
TXN_Ftnwy-EKJ8yh,-40.83,-47.2,-47.18
TXN_jTTfGSnNJrqK,-43.81,-42.01,-45.06
TXN_1eKWvCXSgtD@,-33.12,-45.33,-34.79
TXN_@PXWq9jMs25N,-36.62,-47.75,-35.49
TXN_hhs8TelhWAoA,9.29,20.4,3.05
TXN_fzeyTv_xxA@q,-30.84,-38.75,-42.02
TXN_slAIiqwazRNB,-41.86,-34.96,-35.91
TXN_nbSVeXCEhnGn,12.03,8.62,1.41
TXN_WhpeszqRc15J,-36.9,-40.4,-45.92
TXN_zHu8L6PSt@PJ,-41.72,-42.47,-44.86
TXN_DUzOHR6@e2GR,-48.2,-38.74,-43.84
TXN_dvoTwW1Tz6Df,-48.74,-38.71,-31.69
TXN_CAtcN_NOjZWb,-42.06,-35.23,-35
TXN_57wt61J9GEeC,-47.11,-35.66,-37.69
TXN_ptBY@tcQs74y,-37.34,-42.57,-35.19
TXN_tPYi5R06mt4Z,-30.7,-33.65,-40.13
TXN_sq68KvqlqYYv,-30.46,-36.39,-41.23
TXN_GMy0kD0XxPKW,-31.07,-36.2,-48.78
TXN_-Ds0778byT2k,5.95,14.72,1.88
TXN_yaCZ13MXONcm,-35.11,-47.73,-30.62
TXN_LDSnhyVS3@A-,-45.62,-48.88,-43.92
TXN_Y8PvW2_O9r1X,-34.71,-44.85,-47
TXN_0gsKqCUxIo1a,-43.95,-39.14,-33.46
TXN_Eoh@XNLMBjDo,-31.81,-31.26,-35.03
TXN_xqPkfjl8qhlZ,-43.59,-49.89,-31.46
TXN__CZC-a_icd48,-36.04,-43.02,-33.09
TXN_@qGBfTXKssHP,-35.74,-31.14,-40.93
TXN_1mr4rDotR2uJ,-33.29,-38.09,-46.94
TXN_VxeVgldYCFWs,-48.93,-45.53,-32.54
TXN_NPhrU9b-JLZM,-39.36,-47.66,-46.67
TXN_3VaoqcKfZDfD,-33.23,-42.48,-43.38
TXN_kR@IZeI4scTW,-45.95,-34.34,-40.22
TXN_famKdTzKUNeq,-32.21,-48.25,-44.2
TXN_AJAFqOY2sSfE,10.21,21.96,3.37
TXN_koQqqvItrehW,-37.15,-35.21,-38.97
TXN_zUQ@_3fYExcz,10.73,22.84,3.56
TXN_WdM-_u7LxcME,-32.62,-46.49,-41.55
TXN_96uanqVxQD-x,-31.25,-33.94,-31.11
TXN_PQ9ps23FKbv0,-43.21,-32.53,-36.17
TXN_CYFbOB6UeTPZ,-31.8,-41.89,-41.31
TXN_D3SNs6afcKjz,-39.71,-31.73,-48.73
TXN_KpQwOOka9lG9,-40.73,-30.42,-33.76
TXN_fV3Y6iyV1L6p,-37.98,-46.54,-38.78
TXN_rsD4awzkx7nN,-49.96,-32.2,-46.69
TXN_fo1R@sL93yGf,-47.28,-30.74,-32.98
TXN_1NfbtAj6Z5in,-31.06,-37.01,-30.61
TXN_MviR2Tk@BNR7,10.58,22.58,3.5
TXN_IkaVGXP6ibHz,-35.91,-46.53,-37.2
TXN_hGsCvr8GfTZz,-47.89,-43.93,-41.65
TXN_Iylezzz97BQ4,-35.89,-30.79,-33.92
TXN_yBZrc20pOLTv,-34.6,-42.57,-30.17
TXN_4WqrgF7ojLzb,-41.17,-32.81,-39.07
TXN_O6Ei87-WYZLR,-39.14,-33.15,-36.32
TXN_NmPy_QjYE6VA,-40.25,-32.83,-31.04
TXN_J6j9grHsBia9,-42.65,-31.71,-49.41
TXN_Xa8VF_wryw9p,-32.24,-45.36,-48.77
TXN_2hcVoB4wW1Jr,-39.78,-34.37,-48.32
TXN_4ZcENYwwO1Ce,-39.84,-35.81,-47.92
TXN_8ueXnvzoU-_s,-37.43,-39.7,-32.71
TXN_n2FvMyA7IIYq,-35.97,-31.68,-37.45
TXN_q7B2gQPrE-AJ,-41.62,-48.44,-43.57
TXN_cCM0rcS5d8cM,-34.35,-31.39,-30.75
TXN_EujhIS28GPvT,-38.07,-35.45,-47.99
TXN_iBuutYVp9QTU,-45.92,-49.57,-39.48
TXN_Sjjly02UIEgS,-33.96,-47.99,-37.21
TXN_zH1kHg_EgVSa,-47.47,-36.65,-46.68
TXN_6wLJECTcxEMU,-48.52,-45.36,-44.67
TXN_FLyTEwBAydwz,-47.63,-37.19,-40.97
TXN_1MJvEr_dGY--,-45.59,-31.88,-32.34
TXN_KK7MvHijqdtT,-48.13,-30.47,-32.82
TXN_6uIGKmSjQKGv,-39.8,-45.34,-40.8
TXN_0GwCwFHWA9-T,-47.91,-42.95,-39.81
TXN_ZafRIaJF7DZ5,-45.71,-43.57,-41.04
TXN_nmOUTTy3iN4-,-30.35,-35.64,-39.8
TXN_1zUt@_RzfKUZ,-45.99,-43.76,-43.26
TXN_I_pNa0LLRLOj,-37.25,-34.96,-41.77
TXN_RSSWpA7cUOwr,-43.25,-34.66,-44.98
TXN_QOAC9LeQ3fqW,-38.03,-43.27,-40.29
TXN_KI8rO5l5tQFv,-37.49,-40.77,-38.11
TXN_w4bsPn8PKuDA,-35.17,-48.11,-34.28
TXN_O2Zawz1XeH5M,-33.64,-48.66,-48.42
TXN_OsQ3L5zT8Mun,-48.5,-32.13,-40.77
TXN_50pVzvlLfp61,-42.18,-46.52,-30.88
TXN_mXB4kdJ@C_ix,-33.78,-31.02,-40.97
TXN_2hpLI@gBdWxN,-41.43,-30.41,-35.55
TXN_hTW42UWNRMf6,-40.15,-41.32,-45.4
TXN_pMYbtavctoRi,-32.06,-40.93,-30.58
TXN_UBtCWOX-dw6X,-44.65,-34.02,-43.62
TXN_9Gm7-iqoPe1K,-38.88,-38.7,-30.9
TXN_vrZ7sb8LiEMU,-41.95,-45.34,-45.86
TXN_GJOQL53m-B-m,-41.42,-32.63,-49.22
TXN_kq24HFaU7PVF,-38.67,-34.21,-32.17
TXN_YFvfFZGaTf2Z,-33.6,-48.56,-49.35
TXN_bqtgvR1AUSub,-41.22,-48.68,-45.86
TXN_p10Y5k4kz1Pn,-49.6,-40.88,-30.99
TXN_UtSaJ5SOiw1e,-30.62,-32.87,-46.9
TXN_MmV_KozCvwRO,-37.04,-48,-42.64
TXN_Mto0m3CwWxex,-34.48,-40.44,-32.98
TXN_Eg2Aa@iFFIcR,-44.76,-33.57,-47.2
TXN_GzUUrwBIEqZK,-45.75,-41.97,-41.52
TXN_da2bxemSN_Iv,-44.37,-35.46,-36.31
TXN_x0sCgqlmAFWT,-49.68,-44.32,-40.15
TXN_MMQBvbL9z75z,-32.99,-48.83,-48.75
TXN__kMJ4grIMNkf,-33.97,-39.96,-46.64
TXN_V9ZKK9Jetxes,-43.16,-46.87,-30.05
TXN_oQVEmel_thzA,-33.49,-37.52,-45.04
TXN_7_78xgLUBRJ4,-48.62,-34.49,-44.25
TXN_gMB3@h3V8CbC,-41.8,-31.67,-48.2
TXN_9nYU87mfSy53,-43.54,-46.13,-42.53
TXN_QThoYulM9x-f,-36,-39.43,-46.03
TXN_JoJBu4YRtzze,-47.19,-49.77,-39.75
TXN_kWd7-TxHo5iG,-45.36,-35.18,-39.94
TXN_C7Oo9EpqEyG5,-31.21,-38.28,-36.44
TXN_1ty1Z_53l3C_,-44.48,-31.53,-30.66
TXN_1VzAjBQYdlK8,-30.81,-38.98,-48.42
TXN_GtNpA@7ryCuy,17.35,12.88,2.47
TXN_MF94xOnKT2nN,-49.55,-47.44,-41.27
TXN_hW0E-4KBO_1X,-31.23,-41.17,-40.9
TXN_eaBt9qLSijJz,-37.55,-30.15,-36.01
TXN_80M@KiPGaa1l,-31.54,-49.68,-43.67
TXN_gYZNrk0-4Vag,-48.78,-32.19,-38.18
TXN_48W5pY-a6_6l,-37.26,-41.7,-46.56
TXN_kz9OWf9q3Hkr,-48.06,-43.32,-39.95
TXN_XBq2WiwpQr4o,-44.64,-40.61,-48.69
TXN_TatiwLuQHgOP,-35.4,-46.63,-42.66
TXN_nqcborz7ZbPq,-48.69,-36.99,-36.51
TXN_B5XHTBDUNMRv,-32.99,-43.13,-42.65
TXN_q5F5bKEUcnhj,-46.2,-34.94,-36.79
TXN_cTq9dWfYYEay,-32.68,-45.3,-46.7
TXN_erQ_YcdCatLz,-34.5,-39.56,-42.03
TXN_8KuWbJqinjnX,-40.18,-44.91,-45.65
TXN_y-ScGxFTGzJF,-36.33,-47.68,-36.36
TXN_5rbI3i8XztN1,-30.38,-39.97,-47.94
TXN_nUjP65XXspdt,9.12,20.11,2.99
TXN_db2U6QL0LZRI,-37.15,-47.17,-38.69
TXN_jp6IkZ7ku_cU,-37.2,-44.45,-43.04
TXN_7BZyE0wmVW8@,-49.77,-32.41,-35.77
TXN_Tx5drQ7PKRUx,-49.66,-49.38,-37.71
TXN_as8AiW4mApzZ,-44.77,-33.11,-36.17
TXN_MuKTtr-2ZDpM,-39.66,-39.27,-38.88
TXN_8q0cWbLwX_r0,-33.77,-49.71,-39.08
TXN_NBC03-P7HYgo,-36.78,-40.7,-32.68
TXN_yRbcOjSoqRDR,-37.37,-36.05,-44.01
TXN_yypl5YbEIMbL,-32.78,-33.8,-37.47
TXN_QOX1X6qpWVc1,-32.48,-41.1,-39.74
TXN__uMWSHNkzzEU,-45.23,-41.55,-33.77
TXN_Wyh7l6E_3lAP,-31.2,-43.58,-46.67
TXN_Wr7u9gbKFTQi,-34.65,-48.49,-39.04
TXN_IH8LMI9Ok@Ny,-42.14,-40.03,-30.29
TXN_nwzzMoYc8IPJ,5.97,3.77,0.19
TXN_9PNLcY3rvAOJ,-33.2,-30.44,-36.51
TXN_aMcW7AOXGg28,-45.12,-34.52,-31.76
TXN_6GBpe190dI6Z,-35.88,-39.34,-49.79
TXN_8RpiSMGwP35-,-36.89,-35.9,-43.24
TXN_TggV72OEGhaG,-39.33,-32.88,-43.06
TXN_eaVgVhHtg3kI,-40.38,-41.52,-49.44
TXN_DdkeHM8V6OfU,-35.14,-34.84,-39.32
TXN_Eo0Gu774i39h,-37.04,-49.99,-46.15
TXN__f_T-mbSO4dp,-49.3,-33.94,-37.64
TXN_WRd2XufAoRpP,-44.42,-39.95,-41.8
TXN_2t8l3WjFX89b,-45.25,-30.21,-42.26
TXN_p4Fe437HchT2,-43.37,-45.19,-46.49
TXN_SgN0TjuICG29,-35.79,-47.37,-38.58
TXN_vB@e89pErrGL,-34.71,-32.29,-38.62
TXN_jxIer6gDFZ3A,8.44,18.95,2.75
TXN_TSMLQdEC7XWG,-47.55,-43.56,-41.92
TXN_N37k58O2Kb50,-40.6,-33.99,-30.95
TXN_-HAioxRL_OUc,-32.19,-47.08,-40.2
TXN_7w9TkMzGk4QC,10.92,23.16,3.62
TXN_WMRP@-acTcl0,-34.81,-43.4,-40.02
TXN_zSYS5pxkPIQ8,-46.8,-42.21,-35.86
TXN_B9t3NgFoktrq,-34.52,-40.14,-38.97
TXN_0MYIx90jkNo5,-31.36,-37.26,-30.88
TXN_liTWD6cESFfu,-37.84,-41.48,-35.36
TXN_9doHzs7QOPnv,-40.95,-39.25,-49.63
TXN_vb1AitsPN5Ck,-47.39,-43.8,-31.56
TXN_xXe3BTHO7IBZ,-39.51,-42.52,-32.86
TXN_ePa3nSCBC_Tz,-30.9,-35.28,-40.86
TXN_It23zLSZ4C9j,-40.41,-39.32,-42.66
TXN__prAwbnZhUVo,-46.05,-33.48,-39.89
TXN_uvwwxZt0qqR9,-37.44,-35.79,-44.78
TXN_T6GxQWGFN-Xx,6.16,3.93,0.23
TXN_W-jXhq-5CyrH,-38.52,-45.41,-40.16
TXN_qDD1RfKCdrAq,-37.92,-43.79,-44.57
TXN_RZo3Mvcho1fn,-33.33,-34.91,-30.69
TXN_f4PO0o8p3LFf,11.42,8.14,1.28
TXN_55Wkajv90NYU,-48.53,-32.42,-42.65
TXN_W5VTm5muY_9S,-33.93,-42.43,-31.22
TXN_Jx@1ZVN_e3BV,-38.7,-30.67,-47.29
TXN_6AfoP-id93_p,-32.3,-35.36,-31.74
TXN_ZGO8Ga_6sRxi,-45.92,-41.22,-40.86
TXN_SC0-jc9_0TrH,-46.25,-47.78,-41.17
TXN_B@ZrGAwpw@qb,-35.75,-35.53,-33.46
TXN_5qGfgbN@83pM,-42.31,-42.13,-30.52
TXN_s2fKvnLOLmkf,-33.84,-31.78,-40.82
TXN_@1F4vqb1njYG,-37.86,-35.84,-45.99
TXN_SvCl9ZFVr-lO,-42.47,-49.77,-30.68
TXN_YKOI3kwwq2d5,-32.95,-35.8,-48.66
TXN_5JU9RM1LTNoo,-45.38,-44.95,-48.01
TXN_5fFCXz5VO2OM,-41.38,-35.61,-38.15
TXN_tIBe6jMSgD7w,-36.19,-42.48,-46.17
TXN_CC3CagrwUbfl,-31.45,-31.7,-31.16
TXN_g0Xz7K50SYTQ,-43.73,-37.16,-39.21
TXN_8FDZWc54EB73,26.76,35.13,13.05
TXN_-tQTHvnTz8vj,-42.93,-35.47,-36.22
TXN_3nz1YANAYnGs,-41.47,-42.86,-30.85
TXN_6U9_M9LYJ@YO,-35.05,-38.89,-32.17
TXN_05KXsBojx59I,-37.23,-31.94,-35.9
TXN_LoqxENJERy7H,-35.25,-30.79,-32.83
TXN_lWlhrp5NAOWB,-30.12,-42.52,-48.62
TXN_X51JhjNMgcnN,-31.38,-30.88,-32.62
TXN_U5-7Lt2@tQKD,-48.27,-40.56,-46
TXN_GQs0UmvYfcBh,-43.66,-41.49,-35.7
TXN_uCgHbqtFFTE@,-34.34,-42.47,-34.47
TXN_fApMnnkt_sdl,-31.91,-49.69,-41
TXN_fyS@5-Vl9Tuu,-38.55,-49.47,-36.87
TXN__wZ596wswbJF,-37.76,-33.24,-43.96
TXN_kYjtgvPwMBdh,-41.35,-30.89,-43.05
TXN_VqJb5PmwuQri,-45.82,-36.37,-38.68
TXN_jq3LbQuG@HTW,-42.53,-46.03,-49.99
TXN_7XXO9Jdns5ED,-47.48,-40.51,-34.3
TXN_BGHjeDzOMnkK,-42.84,-38.69,-30.49
TXN_XS7FMaONf3EE,-44.31,-46.91,-33.32
TXN_WoQZtD8RC7_L,-33.83,-32.31,-47.51
TXN_F8@nyyFB@CDI,-31.82,-47.79,-37.65
TXN_my1WE1lvaATU,-30.95,-39.21,-40.76
TXN_6l4DM42ZdUUn,-44.84,-39.72,-32.91
TXN_uw_MxlA_nbT_,-49.72,-46.76,-39.08
TXN_i43_UW1QE2I8,-42.36,-41.47,-49.36
TXN_qNB7CloLzKzV,-43.28,-33.32,-41.85
TXN_nx6tVGyJwjAH,-38.88,-42.38,-37.69
TXN_ZjBBYX2FhIr-,-40.2,-33.61,-38.53
TXN_RFJu@OGkB2f4,-37.52,-36.57,-49.29
TXN_BwHrDjiQ2DlT,-35.48,-46.13,-46.99
TXN_6Ioki-aoeSG8,-45.77,-41.23,-40.58
TXN_8L3xdaom-HB1,-35.97,-36.17,-30.1
TXN__8xRB2RAi9ZG,-44.76,-31.62,-31.67
TXN_NzYC8h-OFVgv,-44.2,-49.64,-34.89
TXN_a90xKWWJdluU,-46.08,-37.55,-47.18
TXN_IT0S0XHCiV4b,-32.03,-43.39,-34.87
TXN_EhU8yBHKZ2qW,-41.55,-38.11,-47.13
TXN_UvHNS1Ioxlx1,-31.06,-47.22,-35.91
TXN_9-V47HiiYr-C,-38.58,-30.85,-42.51
TXN_vgXU8NrweJN1,-35.33,-36.88,-30.57
TXN__@X_IY8Gdqcv,-32.67,-30.39,-31.21
TXN_olfJ8Vj@z_6V,-44.01,-30.39,-46.44
TXN_ogmDj96wLnhP,-33.5,-48.79,-31.72
TXN_wATpvrS4zIJx,-49.47,-32.91,-40.33
TXN_I9vjkAqOjYQ4,-32.77,-31.66,-43.38
TXN_taPDa79Y5Yoq,-37.57,-45.18,-37.49
TXN__G4vgyykoLBZ,-47.91,-38.22,-31.54
TXN_cwM4QofFQFMJ,-38.21,-40.68,-30.3
TXN_LpIq9RfxpIKL,-44.39,-40.55,-43.7
TXN_7H_nH7SnVJYu,-48.54,-35.02,-33.56
TXN_ZrthW0zzohQt,-31.47,-37.35,-42.11
TXN_EX9NiH2XxtuZ,-49.72,-39.49,-44.56
TXN_6zvDqo3a@FUS,18.42,22.63,8.05
TXN_j1pzg_l0BAPj,-36.05,-33.48,-38.02
TXN_1feYpfMEOGgq,-48.57,-35.92,-41.31
TXN_QJs5K53phn1j,-32.66,-31.36,-40.87
TXN_skUO-fUj4p-T,-34.73,-36.94,-30.47
TXN_krH9@piiC7Fn,-43.38,-33.76,-37.68
TXN_SFXA19EJ0r8-,6.51,15.66,2.08
TXN_BJQhtV-Sxcst,-45.85,-42.17,-46.02
TXN_Yf@JCxQM3K5j,-39.87,-33.7,-33.61
TXN_IW5v6yjUR_9t,-45.55,-46.15,-41.51
TXN_yWzLthjTrVhk,-34.32,-36.42,-34.61
TXN_VDFSw@xFjgLi,-30.66,-35.18,-36.61
TXN_UXnjPDqejP42,-39.11,-45.51,-40.18
TXN_Ibnpwm@sGN0l,-31.9,-41.3,-49.96
TXN_LMwLlSkhnE42,29.4,39.1,14.64
TXN_5-kY2EvwykwY,-32.82,-31.38,-47.99
TXN_0N2DZdKcG-dt,-30.96,-36.74,-33.5
TXN_OfnNLH7jR59h,-36.94,-35.08,-42.63
TXN__3zw88lYO9vM,-39.16,-32.28,-48.84
TXN_GxHtVVa3kGNN,-48.67,-32.45,-31.01
TXN_k0Va@36dCLri,-32.7,-46.23,-48.89
TXN_YukqS_j@Q1KL,-34.17,-34.71,-31.73
TXN_FrEkbUXMX-Zb,-34.9,-49.33,-40.45
TXN_gq7OeshzbjTt,-34.35,-46.62,-40.75
TXN_MaoXZfsIAIgp,-42.63,-48.95,-46.49
TXN_lA@mXGmDYtQt,-33.04,-36.17,-33.75
TXN_W4Wh8lUqKNH9,-39.85,-47.9,-36.48
TXN_8PTTrU1_iw9K,-48.36,-38.04,-38.4
TXN_D94eEEl8bXKK,-37.99,-49.98,-42.96
TXN_kIUjxODQ68aD,-32.54,-47.66,-34.12
TXN_4h2f-sgTusqO,-41.89,-39.3,-44.43
TXN_miEWypXa25Sg,10.32,10.47,3.19
TXN_8q5vlWF_4nra,-41.31,-46.22,-32.83
TXN_WSUvGN4V_xYH,-34.26,-49.36,-32.86
TXN_JdbWS7IsG@PS,-41.68,-46.52,-34.05
TXN_sjlYlQq2ckGe,-32.05,-40.07,-44.53
TXN_gyi8iOyz7MXc,-49.83,-48.91,-38.55
TXN_fooHqDhL@1ek,-42.28,-31.62,-35.58
TXN_Yt1bCySfGxZb,-40.21,-47.54,-33.23
TXN_ODjSP_Zcjbk_,-49.47,-49.24,-33.72
TXN_ZpTMsqKxTwEi,5.13,13.32,1.59
TXN_pk-0o6AKwAOj,-46.93,-36.61,-46.8
TXN_ykNeagCs3lqa,-33.37,-41.93,-34.35
TXN_djO6TM9qA3@2,-44.17,-39,-31.92
TXN_qNhYq5GR8txP,-40.59,-42.59,-31.46
TXN_mvwFxpWFJiPr,-42.4,-31.82,-40.46
TXN_rrVAW@dcrtXV,-30.86,-33.86,-35.09
TXN_Q5s2tbsySVm8,-49.38,-35.08,-30.12
TXN_-I5dg0u-ylPE,-48.16,-46.95,-49.31
TXN_ttdT0ImLOJa5,-35.02,-42.32,-37.75
TXN_Xz6nmvY@xj2K,-44.5,-32.34,-49.77
TXN_6w1kOSKht8VG,-34.78,-45.24,-30.16
TXN_Tft@wpWYX3eB,-46.81,-37.06,-39.6
TXN_PLig4hL0Znbc,-40.64,-46.19,-32.27
TXN_ujW@S7clzlT6,-49.62,-41.76,-45.02
TXN_IQ-h7KvhzjEx,-48.28,-42.44,-40.69
TXN_USfS73yGqn9o,-31.84,-33.8,-44.81
TXN_Q5fzaFxHODhG,-46.48,-41.03,-39.4
TXN_DlAEACnMMxpN,-47.53,-46.48,-42.17
TXN_xgkCjaKweoz8,-42.68,-44.29,-36.53
TXN_TLN2yiQyUkoe,-45.16,-49.8,-31.52
TXN_vfsL1X3oUlNq,9.64,20.99,3.17
TXN_F2B2dVoIfC0e,-48.39,-47.28,-36.96
TXN_TkrCyA4T0Sw0,-45.21,-42.71,-43.8
TXN_yHqOAebiZ-xM,-42.58,-34.64,-30.37
TXN_-PcNhjJBP2tw,-47.69,-37.18,-36.9
TXN_F1ybDbX0EOy6,-30.95,-41.93,-49.47
TXN_KlXX3ztFeUy2,-46.92,-34.98,-40.35
TXN_6IjvdLts4hbR,-45.83,-48.29,-41.7
TXN_oawkSNXgADzh,-47.08,-48.57,-47.13
TXN_kCCKe3xR4xAs,-34.43,-47.32,-35.96
TXN_qDgGa7kaZqOa,-32.63,-47.63,-35.51
TXN_mbpU1nppQTKp,15.88,11.71,2.18
TXN_0ZIivmYT4-Sj,-39.71,-49.97,-33.06
TXN_Mx8imy3SZhCU,-39.33,-40.02,-49.78
TXN_joss1NTTlBGU,-32.43,-49.04,-42.5
TXN_ujdGK-6NvokJ,-34.48,-47.67,-43.07
TXN_NaRasGRIG0Ro,-30.28,-35.52,-42.55
TXN_XZ3gfKWYx3S4,-33.17,-33.94,-40.63
TXN_WoqCdJ0harPL,-39.87,-41.79,-49.12
TXN__JQEXcoIOiIs,-44.32,-45.67,-41.81
