ID,CUSTOMER_ID,TYPE,CURRENCY,BALANCE,OPEN_DATE,STATUS
       ACCT_Vh2nga43Jc,   CUST_yIz94pYNhN    ,   virtual_wallet   ,   $US  ,"  ""59.65313628250185""  ","    ""03/06/2023""      ", ACTIVE
      ACCT_0iSSvqgBdt,CUST_lOBiAv7dWj   ,    VW  ,    EUR,      $300.4405707682278    ,"      ""02/02/2020""        ",   A  
     ACCT_uWW7zAsHK4 ,    CUST_trvE8KQ0M4,    savings ,        pound sterling   ,"       ""12129.728564291385""    ","   ""28-03-2017""       ",      ACTIVE       
 ACCT_dbLCyV0KqE    ,      CUST_9Qwvh4f5ZD  , credit        ,        MXN     ,"""8213.623972281686""       "," ""02/29/2020""       ", Active     
      ACCT_g0jeRUg1tT     ,  CUST_Akl8-W0l5h       ,     SAVINGS   ,        MEXICAN_PESO,$4368.222918105898   ,"  ""2025-09-11""   ",   I   
   ACCT_LWSAb3oX4R        , CUST_eWQ0nRMiTG,      wallet   ,   EUR      ,  '0.0'        ,"  ""12/26/2018""     ",     Active       
       ACCT_1Gu1_jFlRm   ,      CUST_NYpjOR0oV7, VIRTUAL_WALLET     , EURO     ,  '306.22676591935175',"        ""01/05/2021""  ",       A
 ACCT_meHhtraU4b ,   CUST_Xs_vRhEuhT     ,      SAVINGS       ,       usd,"  ""2809.6591090264833"" ","   ""2022-11-11""      ",  I
ACCT_UIx-LXBETQ        ,     CUST__JWQdF57N_       , SAVINGS    ,  EURO    ,"       ""4441.131636006919"" ","""12/21/2016""        ",     Active        
     ACCT_EG33Dc@c0T     ,     CUST_5jNQHzNvd@,      VW        ,     EURO,'0.0'    ,"        ""02/10/2019"" ",    A
        ACCT_dKH1N1psoS     ,       CUST_QeVMNtuDWQ   , virtual_wallet   , mxn ,$0.0      ,"     ""02/24/2023""       ",A   
 ACCT_XO_AL6Mfwj,       CUST_dUN0lo0ABG       ,  SAVINGS      ,   EURO ,"        ""0.0""     ","    ""03/02/2021""     ",       A      
        ACCT_cbgkGYdBhQ       ,CUST_R5hgiPWCFU        , virtual_wallet      , eur     ,'0.0'   ,"""04/26/2015""   ",  ACTIVE  
    ACCT_X4IdEHQ2NQ       ,     CUST_GHOVRS@j9_   ,     virtual_wallet       ,  eur ," ""0.0""","    ""22-11-2014""    ",  ACTIVE       
       ACCT_pTsKhHTYpJ   ,       CUST_f2aShh9dns ,    virtual_wallet       ,    GBP     ,"       ""0.0""","  ""22-11-2017""       ",   Active    
    ACCT_VcGMakPGpH ,  CUST_i2rN_tukZy   ,       WALLET     ,     $US        ,"""131.55910681347925""","      ""13-04-2022"" ",A  
       ACCT_2oqUziixk4       ,   CUST_VVeEUX9b9F     ,     CHECKING ,      eur    ,"        ""3156.8491346095066""       ","      ""11/15/2020"" ",Active   
       ACCT_KzjAqRBkYY  ,     CUST_a03wEa79Fa ,     savings,  eur        ,   '0.0',"       ""25-09-2017""       ",A   
       ACCT_Z82_WQu12e  ,    CUST_yvg6aGO3Si       ,    virtual_wallet        , $US     ,"       ""58.50075680418594""      ","       ""08/14/2017""     ",        Active  
     ACCT_KYZxy020Js  ,  CUST_qHiVuT@@KB       , WALLET    ,    $US," ""363.12694545747246""    ","       ""2016-07-27""        ",Active    
 ACCT_IPSjUgDSzR      ,   CUST_imhi-OaYrW,       virtual_wallet    ,  BRL , $70.51396852337564     ,"        ""2018-01-01""   ",   ACTIVE
        ACCT_XCQXkYL2i@    ,    CUST_6EE9Vp656y        ,      CH ,USD     ,  $1575.7926965017293,"   ""08/20/2022""   ",Active 
     ACCT_HM-hx@Y9k_        ,    CUST_EaIGSFvkZ3      ,SAVINGS, EUR ,        $7999.58527223406     ,"      ""10-02-2019""      ",ACTIVE 
   ACCT_@CM-@qUNUn    ,        CUST_-tJGCP1mnp       , VIRTUAL_WALLET  ,       eur    ,      '427.14632657529023' ,"    ""06/23/2016""", ACTIVE       
        ACCT_FYxaWfShW_  , CUST_CJ49EqivfM ,   CREDIT,  EURO        ," ""0.0""        ","   ""2024-11-25""  ",       ACTIVE 
    ACCT_85iOyRihlp ,   CUST_QPp7W-3t@l       ,credit        ,      brl ,    $11364.109944987322   ,"  ""10/29/2016""  ",   Active    
ACCT_bNdNoFqzOj    ,CUST_q24QzG7NPZ       ,        wallet        , eur   ,"     ""1270.8145674086572""  ","""03/06/2020""     ",   Active      
    ACCT_9JiGuw6d5H        ,     CUST_bL5Hhjwv2q  ,        credit ,$R  ,       '4821.681634395492'  ,"     ""2014-05-10""    ",     A  
  ACCT_z0PpnkPESX,    CUST_yN1YiveCvx       ,      credit, EUR        ,"      ""14133.742503021394"" ","    ""08/01/2015""      ",       Active       
      ACCT_W@GVwhdOxx       ,     CUST_WmfOjr0k8k        , checking,      MEXICAN_PESO        ,   $4597.078100672952  ,"   ""07/12/2019""      ",  ACTIVE   
      ACCT_tyy4qk7DUp       ,     CUST_bPLX_SqP5@     ,      virtual_wallet   ,      eur,"""0.0""  ","  ""27-01-2022"" ",     Active
     ACCT_nSt@Oqg5Iw,      CUST_kOdVacaiqC       ,   CREDIT ,brl  ,"   ""0.0""     "," ""06/30/2019""     ", Active        
  ACCT_Y9zR_Xw1km    , CUST_xaHQna3uMn    ,     virtual_wallet  ,REAL   ,"     ""165.22689781898694""","     ""06/28/2020""  ", A   
   ACCT_lBuvzga-sD ,       CUST_N7R2kUQAG@     ,     checking  ,        USD  , '0.0'  ,"       ""07/03/2013""   ",    Active      
 ACCT_U9Omf2LPXd  ,     CUST_MkZA0umkhd       ,  checking  ,EUR,"        ""2477.606310394753""    ","       ""11/26/2017""      ",     A    
     ACCT_R0LPxlYyaY    ,        CUST_W85c_sHXl3       ,savings    ,  us_dollar     ,"        ""456.14016461830045""        ","  ""17-11-2012""       ",ACTIVE       
     ACCT_aH-@g13bkK,     CUST_c3qmGQzUvi     ,       checking,     EUR      ,"  ""3526.7894361198037""","     ""01/21/2021""  ",ACTIVE   
ACCT_YcTI6o4DDU   ,  CUST_3Op4LK9w7j     ,      virtual_wallet    ,    EUR,"     ""476.0522597832209""  ","      ""2015-03-16""       ",    A 
    ACCT_FIBPUInbO1  ,      CUST_wnXvCmSqxc        ,  VW    ,        GBP     ,"        ""757.3779060051913""","  ""05/22/2025""    ",        INACTIVE   
        ACCT_KU7PAp10x@      ,      CUST_EQ7lMPFfwv        ,       wallet ,      $R  , '0.0'        ,"      ""2025-02-11""      ", I  
    ACCT_T1swjxWMN1    ,   CUST_U7ZO4Lbc6V   ,       wallet   ,      $R    ,"   ""914.8935714090876"" ","        ""2015-10-19""      ",  Active        
 ACCT_Rz0Jp0KpC-,    CUST_w47r6YLwW3       ,    WALLET       ,   eur     ,"  ""0.0""    "," ""2019-03-07""       ",   A        
 ACCT_0wuR4gbN6a   ,        CUST_0F39JPDzSc        ,     checking , usd ,"      ""2136.3216966344607""      "," ""01/14/2016""    ",        Active    
   ACCT_wZCwZ@tHlT       ,  CUST_jUy_S@TwT2   ,     wallet     ,  $US      ,"  ""565.1170123628657""  ","   ""2015-06-09""      ",Active  
    ACCT_5G1kV5Zf-1   , CUST_SalGXsNDru        ,   WALLET    ,        EUR    ,"""645.0636537027635""  ","  ""05/17/2018""        ",  Active   
  ACCT_CPAHF9ec0V       ,    CUST_1rxtF0pSN_    ,   credit     ,     gbp,      '4284.391535457686'   ," ""06/26/2020""        ",Active  
      ACCT_3iSOlYhMDw ,        CUST_9_@55ej8Zm        ,     virtual_wallet,   EURO       ,       '93.3206477533526' ," ""01/04/2016""  ",     Active       
  ACCT_0YQqfw74tH ,        CUST_8@7@ieVj0i      ,     CHECKING  ,brl       ,  $1810.5471774595976   ,"     ""2013-02-06""",     Active   
     ACCT_-QNT_D9Kvc ,   CUST_-jnEtufTeC  ,W   ,    EUR,$461.37132507028156        ,"    ""16-12-2017""",   Active    
ACCT_eDKMiiEAAb,    CUST_LhPCPzX1RU ,   VW   ,   EUR ,"        ""879.5347087884873""","      ""05/25/2018"" ",    A     
      ACCT_EZgfLTd@ky        ,    CUST_8w2o-yC@qM        , credit ,   EUR    ,$10056.038115393869  ,"       ""2022-04-02"" ",   Active  
       ACCT_pBZj0a0TJO       ,     CUST_rjb7yidG2_        ,        wallet        ,       REAL,     $205.43666219120755   ,"      ""04/29/2017""        ",ACTIVE      
  ACCT_zuLwVOcyTI  ,    CUST_g_ZIjqedcF      ,  wallet     ,       MEX  ,"        ""772.7161914242249""   "," ""18-12-2016""  ",   ACTIVE    
     ACCT_251uFpwy_b        ,      CUST_fZVvGrOHYT  ,VW      ,     EURO ,"     ""0.0""        "," ""04/02/2025""       ",       Active
     ACCT_uPNW9P73hy ,  CUST_DI0SITMyPF  ,      VIRTUAL_WALLET , mxn     ,       '630.6935254744892'    ,"  ""04/13/2015"" ",     Active
    ACCT_ky-MPr6tJZ,    CUST_W7iVx0pEbP     ,        CR      ,      brl        ,"       ""0.0""      ","   ""28-11-2022""      ",   A        
     ACCT_YPc3urpqbB        ,   CUST_-4oj6ZGLi5,      W        ,      EUR    ,"       ""403.47762350368134""   ","      ""09-06-2025""       ",   Inactive  
 ACCT_ixkQez_CUK    ,   CUST_qyvSt_5X6G  , CREDIT ,  USD     ,"        ""10179.028190041427""      ","    ""27-10-2020""",      Active
    ACCT_DXsifpkdO3  ,     CUST_dxHF9OpOZd   ,   SAVINGS   ,   eur       ,"    ""2058.3481167610357""    ","""2017-03-13""        ",    I  
   ACCT_jJwtVk-qgv     ,   CUST_C3@tONW9nn    ,checking        ,     EURO       ,"       ""422.9287894172957""    ","        ""2013-11-15""  ", ACTIVE       
ACCT_hL_8rVGlFe        ,     CUST_T4tnSfr30H      , WALLET ,   eur     ,    $143.03099057366157,"""2020-04-18""    ",    Blocked  
ACCT_mLFOuJoiBH       ,    CUST_rT45@BdjBP       ,     virtual_wallet    , EUR     ,  $392.2279344564866       ,"    ""2023-12-05""",     I     
      ACCT_pM2BYq8Z_t    ,       CUST_9FqKxl6K7d        ,        CH,   $US        ,"   ""0.0"" ","      ""11/05/2017""        ", ACTIVE      
      ACCT_9IS0ynFWc9,CUST_8ap02_@1y2  ,   wallet  ,    usd   ,"   ""0.0""      ","        ""10/20/2015""   ",       ACTIVE
 ACCT_qhQPxxEcJ4    ,       CUST_8u2diUgqqk      ,wallet       , eur    ,      '0.0'    ,"    ""21-08-2015""   ",ACTIVE    
    ACCT_p@c-FcFbYo     ,        CUST_kojqOes3q2  ,       CR      , brl       ,"""6596.182217939519""  ","   ""2023-10-29""   ",       A      
        ACCT_PfCjndqDjZ   ,     CUST_atbdRpY21t ,        virtual_wallet  ,    eur  ,   $0.0        ,"      ""10/09/2025""       ",      I    
  ACCT_6pJlijF-Vc  , CUST_ox1zuz5O9X  ,credit    ,  mxn    ,       $21632.948534376097,"       ""2017-04-18""    ",    A     
ACCT_EREmJX3yTu,      CUST_rG81dsxKZw ,      VW    ,        MEXICAN_PESO        ,     '0.0'       ,"       ""10/20/2022""  ",    ACTIVE    
      ACCT_rlkt0Th2fj     ,    CUST_AFAp5r-RqK        ,   SAVINGS     ,  mxn,    $4793.815489586528      ,"""05/06/2016""        ",    Active  
  ACCT_EqEzzC8Qb@   ,CUST_eROz1XbPoU     , W   ,       brl    ,"        ""0.0""  "," ""04/09/2017""",    Active     
  ACCT_Nr_COcjEEx ,        CUST_1AWhsZX@Dl , CR     ,  $US,"  ""12843.289026924009""   ","    ""08/12/2017""    ",   Active        
   ACCT_0U7YWGK2Q3   ,CUST_M0SALLtBlX   , checking  ,USD        ,"  ""149.11240529968893""  ","""23-12-2016""       ",  Inactive  
  ACCT_QCX@GbD4IF     ,       CUST_HVqSNP-M4l,     VW    ,MEXICAN_PESO    ," ""309.11345342300524"" ","""15-05-2016""    ",   Active    
       ACCT__f4Tm_808R       ,       CUST_Dsppi_WRBl       ,      savings     ,        EURO       ,"   ""0.0""      ","   ""04/25/2013""   ",A       
     ACCT_4PYqC3Al-i    ,   CUST_YPmrz5@DE3, W      , mxn  ,"     ""0.0""      ","    ""09/09/2015""  ",  Active        
     ACCT_eyO3BvkRAi  ,    CUST_qBTIeV@Tmy  ,       CR     ,       gbp     ,"  ""10171.75958629833"""," ""01/21/2021""",       Active  
  ACCT_BbiA1@TPRj ,    CUST_WVS03xWOhl ,   CR    , brl  ,"   ""0.0""","       ""2016-06-08""    ",Active        
   ACCT__jc63COlJd     ,CUST_WY3a6htC4b     , virtual_wallet     ,    eur       ,"     ""343.555710796093""     ","""12/25/2018""       ",      ACTIVE
  ACCT_W9hDb@aScO        ,CUST_4boisQ6wq4    , savings ,      mxn , '3698.3328251126204'      ,"        ""2023-11-03""",       A     
     ACCT_UhIZMWZyEU    ,      CUST_kn3-TGABtP  ,        VW        ,  eur     , $0.0  ,"   ""12/08/2013""      ",   Active       
   ACCT_KPZLNgmKl_  ,        CUST_lrEVaDs7XX  ,  S   ,   eur      ,"    ""1169.9261248577104""   ","        ""12-09-2015""     ",        A 
 ACCT_8SKryweOvk     ,  CUST_IT9YA5xxRb  ,       checking     ,    eur ,"  ""0.0""   ","    ""06/28/2018""    ",    A   
ACCT_seJfQpXfgA, CUST_ZpJu-x0h43 ,  VW  ,    GBP  ,"   ""0.0""     ","""2015-02-25""  ",        Active   
ACCT_fi-jS_mQn@ ,    CUST_5Z@etScN9x        ,   VW  ,       EUR   ,"""1089.9877786748166""      ","      ""09/01/2013""      ",       Active        
 ACCT_SV5LFvJC6N, CUST_pCUHNzyx7t ,     VIRTUAL_WALLET       ,    MXN,"    ""351.77345217484753""       ","     ""26-11-2017""      ",      Active        
    ACCT_LQOaqZVbNK   ,   CUST_Ks7kSoo5Lh      ,  checking    ,   BRL     ,"     ""2271.0695701503073""   ","      ""09-08-2021""        ",     ACTIVE      
        ACCT_Te-vMNUS2T       ,CUST_CEtfwYpf0w      ,      credit   ,      BRL,"   ""7655.6942116318405""     ","  ""29-01-2014""      ",  ACTIVE
     ACCT_AkuzLr3QX7    ,     CUST_qHdl4exd_l  ,        virtual_wallet   , USD ,      '0.0'      ,"      ""03/24/2017"" ",    Active  
    ACCT_IxCLyCd2f8        ,   CUST_8fggcSEkLr ,   virtual_wallet    ,    GBP       ,"""618.6905519066702""      ","""02/21/2016"" ",  A   
        ACCT_SY40Wkve2R       , CUST_HjuEHYoYcF       ,      virtual_wallet     ,        MXN  ,"      ""0.0""  ","   ""04/15/2016""     ",  Active       
   ACCT_FhWFfqAFEN        ,      CUST_m18kR1jwg7       ,     S       ,   $R   ,       $4980.106288621732    ,"   ""03-02-2021"" ",  Active      
        ACCT_huhjFtr1Lh , CUST_I-f5XV@-eq       ,        checking        ,      eur,    '5664.812270912604'        ," ""15-11-2019""    ",  Active        
   ACCT_SWXXSnBhn5      ,      CUST_8e_Bnfj3Pl     ,    checking    ,  usd  ," ""1641.8178754642513""    ","   ""2016-09-18""  ",   Active      
    ACCT_2tPJLb-m9p,     CUST_ZakntIHbrz,    wallet  ,brl      ,      $399.4977934151757       ,"     ""2017-03-22""       ",       ACTIVE        
    ACCT_OvKKnIYW8B   ,   CUST_SjmXmgyF@W     ,      credit      ,    REAL       ,     '17106.664579085143'    ,"  ""2018-06-13""       ",  Active
   ACCT_agwuygDUk8       ,   CUST_eNFzBnWs6a ,        credit      ,eur       ,   '0.0'     ,"    ""05-11-2021""   ", ACTIVE    
        ACCT_0sBs1Ihw7Z ,      CUST_ymy7AjDSjA        ,WALLET     ,  BRL ,"  ""0.0""        ","  ""03/28/2013""        ",     Active     
 ACCT_9AuPnFFIF4        ,      CUST_yLdS9713Fm        ,wallet    ,       brl     ," ""0.0""   ","    ""08/28/2019""  ",        A    
 ACCT_u9zdupxjh4   ,   CUST_@W4oUFgJBk      ,        credit,        mxn    ,"     ""18804.300021795687""      ","        ""31-08-2013""     ",    Active    
     ACCT_Vmh@bA6xcB  ,    CUST_lNUCjeltes       ,      VIRTUAL_WALLET       ,     eur ,"     ""82.17857805852898""      ","        ""09-04-2021""     ",   I  
ACCT__z83W@_nbE,  CUST_4Zoo4KgYt2       , CH   ,      MXN     ,"        ""2990.2640572461623""   ","      ""01/17/2016""     ",  A  
ACCT_NL5pyaS3Di,    CUST_9p_JmCE@0D        , W ,$R       ,"    ""430.0292969783902""","""2020-11-26""     ",      ACTIVE        
  ACCT_-nOnQ8dOXn    ,    CUST_b7X@IZtA4_     ,    CHECKING , eur       ," ""1464.8588898345888""    ","  ""2017-06-30""    ",Active        
    ACCT_icd@ZohRXS      , CUST_ftw3oUirHP    ,     W ,    $R ,"       ""671.6645164286508""     "," ""2017-05-06""        ",       Active 
   ACCT_JR6zEms9bz   ,        CUST_qB45YGSBBl  ,        virtual_wallet     ,     MEX       ,"     ""48.94348975411199""  ","       ""2012-03-02"" ",Active  
    ACCT_1XJ20PkJRC        ,  CUST_n6_mAGR_Uo ,   savings, usd ,      $3730.0186093137154   ,"   ""13-01-2017""      ",     Active
 ACCT_Aq0t9ZON7A     ,       CUST_lH7jG1@VjL        , checking ,       GBP   ," ""2169.8309562350096""        ","""01/03/2020""      ",  A      
        ACCT_F0lau3bFLa ,  CUST_EkhleQSX1M     ,  virtual_wallet  ,eur     ,     '0.0'   ,"     ""13-04-2018""     ", A  
ACCT_1hUMiN28Sz  ,        CUST_01iHfIiOME ,       W     ,        EUR        , '1017.9066078565733'      ," ""15-07-2016""     ",      A   
  ACCT_ZwWBSs5N2m   ,        CUST_17nzxw7ljg,  CH     ,      $R       ,  '4072.104023848143',"     ""2022-11-26""       ",INACTIVE    
    ACCT_SwI7f-F7Gb     ,     CUST_MqjY4jjV@W  ,CH       ,      us_dollar ,        $2622.184172311676    ,"    ""2015-09-14""       ",Active     
   ACCT_t3Ez4VXkaS      ,   CUST_FjNb8TCNqI  , checking   ,       MEXICAN_PESO  ,"       ""138.28900738862635""     ","        ""2019-02-14""       ",     ACTIVE        
ACCT_SSaHjaEpR1,    CUST_1rxtF0pSN_        ,  CHECKING      , GBP  ,"       ""3587.4283621800446""     ","     ""2018-04-05""        ",    ACTIVE    
      ACCT_lRVck6l4y4        ,      CUST_ZVQ2FsNOdk       ,        CR      ,    $US  ,      '1642.4434367325446'    ,"      ""2019-08-05""        ",    Active
       ACCT_mexlV_d5PB       ,       CUST_3qYVShoo8w   , wallet  ,       eur, '1275.5862856095564'   ,"       ""09/30/2017""      ",       BLOCKED       
      ACCT_OwPuOint2U      ,        CUST_gomQv_RHL5 ,       VIRTUAL_WALLET,  USD        ,"  ""0.0""    ","   ""22-09-2019""   ",  Active     
ACCT_5g4@UaKP@g     ,      CUST_3ak9EvDnUO,       W,        BRL       ,"""0.0""    ","       ""08-04-2019""        ",   Active       
      ACCT_eLU1NAwJjL      ,      CUST_CSPrxHunc9 ,  wallet    ,      gbp   , $1076.7524047739212,"        ""02/24/2014""       ",      A      
      ACCT_TUNRTGt1eI    ,        CUST_ScAS9hEKa1,        WALLET   ,     eur       ,      '537.5307069776848'    ,"  ""29-11-2018""      ",   Active       
      ACCT_4ZEsjn-IGJ    ,      CUST_07sLa64p5j,   VW   ,        $US  ,      '605.6491688016633'   ,"       ""13-07-2012""",    Active       
      ACCT_WoL_GQvPZO  ,  CUST_bkxtc1q0UT    ,        checking   ,USD      ,"  ""4643.677940119136"" ","     ""09/14/2021""       ",   A   
ACCT_F70KzQzqlC     ,      CUST_lDW@4imMI7  ,       checking        ,   EURO    ,      '368.51203583535846'        ,"  ""19-10-2020"" ",    Active        
 ACCT_cTK8qgCc5O ,       CUST_2GZ8sCebLh      ,        credit     ,    gbp    ,       '14043.086556712258',"      ""08/21/2014""    ",      Active  
       ACCT_oDGfsDPk@2        ,  CUST_7syXH6URK0        ,S    , eur,'10461.820733938037'  ,"        ""03/09/2014""    ",     Active      
      ACCT_RYjHxqyvDG      , CUST_k_wNq7yEFb   ,  CR       ,  eur ,"        ""1463.412896663737""       ","      ""2017-01-18""   ",  A      
ACCT_whYNDAK@bZ       ,      CUST_7Ki84qnuZI       ,  savings    ,        USD,    '6783.692465037113' ,"""01/02/2019""     ",I 
    ACCT_OxSx8sQTen   ,    CUST_gJlVbTgtsD      ,  savings  ,       usd   ,"  ""0.0""","   ""11/27/2018""",    INACTIVE  
        ACCT_fpjVOpLUhS     ,    CUST_n5l@2QRps0    ,     W     ,     eur     ," ""1330.3398446793224""        ","  ""05/23/2018""    ", Active    
ACCT_Fv-extLo70,    CUST_XBrXmiM9fT    ,   CR , EUR       ,     '18291.558739095766',"      ""24-05-2017""     ", Active  
    ACCT_KKwNYy7fzE    ,        CUST_LNfpVoENA_  ,  VIRTUAL_WALLET        ,        EURO     ,    $0.0       ,"       ""2021-03-22""",    ACTIVE        
ACCT_JXg385BxWq    ,   CUST_@snHDncCOt        , W      ,  $US    ,        '1370.1911604926242'  ,"      ""02-09-2022""     ",       A       
        ACCT_g28eKUutDE  , CUST_CSYQWq@D48   ,       checking,BRL    ," ""4702.475493359384""     ","     ""04/18/2023""   ",   ACTIVE   
ACCT_2azC_iZbdu  ,        CUST_pe68O5Ouz6,      wallet   ,     eur    ,'1268.6009261312793' ,"     ""26-06-2018""      ",       Active      
ACCT_IPaP05Ee_N     ,   CUST_dEJCvROVdg     ,       CHECKING       ,EUR    ,"       ""0.0""      ","        ""06/25/2015""",    Active        
       ACCT_Pt_uWH1ZhA ,     CUST_gNrnrDops@    ,  credit   ,EURO  ," ""6771.445638801923""    ","  ""2021-01-20""     ",      Active
       ACCT_En0hsBTuEj       ,     CUST_nCPPT@QP5j     ,      VIRTUAL_WALLET     , mxn      ,"      ""408.08277061581214""    ","        ""02-01-2015""   ", A
      ACCT_-XVimOl5BD   ,      CUST_1kFcOV_@4a  ,   checking    ,     $US   ,    '2691.5266627423666'        ,"   ""08/20/2014""", ACTIVE 
       ACCT_FdeIw4syg2   ,     CUST_E57i2WhBIU      ,       credit     ,    mxn   , '2894.3113512691093'  ,"       ""08/26/2020""  ",      Active     
ACCT_VlPMKn1iGH      ,   CUST_ZiLPQrqDpm      ,credit ,     EURO     ,       '7519.934296967636'     ,"       ""04/18/2016"" ",    ACTIVE      
ACCT_0L-mmXG6mk  ,        CUST_pjBNpBRf_e     , CR, us_dollar        ,$7193.369516479972   ,"   ""2024-03-02""",    Blocked   
       ACCT_N900WcI2Si ,        CUST_7JpCprc1HO     ,        S  ,  eur      ,"   ""8431.989312433958""","        ""06/01/2017""     ",      Inactive       
 ACCT_vR34GnbuGR        ,  CUST_JNwirQ9hbd, wallet      ,    MEX , $240.2632819342732        ,"""11/27/2021""        ",     ACTIVE        
   ACCT_ckMBqrbNbN ,      CUST_XA6aAxzIkN     ,     WALLET      ,    pound sterling  ,       '191.52125599903917'    ,"    ""03/25/2013""    ",        Active  
      ACCT_NmJIZifJGA ,        CUST_DPpOI1Jq23  ,     credit        ,  eur,"       ""66.63095195088518""     ","  ""08/05/2014""   ", ACTIVE  
    ACCT_vmIJvrWPmf    , CUST_T4hFbWEQ37 ,CR       ,    usd  ,"   ""4159.044963617875""","        ""06/08/2016"" ",    B 
        ACCT_-Cx3ziAXOW       ,      CUST_n2DgSR@gHz     ,        checking       ,        EURO       ,"    ""1701.1048956369023""      ","      ""05/07/2018""   ",     A 
        ACCT_O_u9gODs40, CUST_ovuI5wng5B        ,       CREDIT       ,      brl       ,      '11059.315073132842',"  ""08/31/2018""    ", Active 
     ACCT_YU_XxHpdZG      ,  CUST_dAqZ@4CYfd        ,CR       ,       USD ,        '684.1427391544095'     ,"    ""12-07-2019"" ", A       
    ACCT_MfExZeQbng ,       CUST_N4XfGk_0@L    ,      checking ,    MXN     ,    '0.0'       ,"        ""2018-09-09""    ",       A 
    ACCT_SZbpxhZ@MN       ,   CUST_@GXIfbNb5Y  ,    WALLET    ,      $US    ,    $366.75669538430327     ,"  ""05/02/2020""     ",     INACTIVE
    ACCT_biEPpGRG0v     ,   CUST_imyGcVZuxz   ,       wallet,EURO      ,"       ""127.77449382020104""   ","        ""06-06-2021""    ",Active   
        ACCT_N-A-X1bltg    ,      CUST_nK@9ylWaCI, savings      ,     $US   ,"""11079.268705700953""     ","""12/06/2018""      ",    ACTIVE
    ACCT_2HT9uzX1ey,       CUST_aYPrWJBae5     , CHECKING     , $US     ,      $3307.372803030455       ,"    ""2021-02-10""     ",  ACTIVE  
       ACCT_Ar0zQhCAvm     ,  CUST_cEZSv7kkgg ,     VIRTUAL_WALLET    ,  gbp        ,      $48.15857319967551 ,"  ""13-05-2012""    ",        ACTIVE     
 ACCT_FR@82J98Rx      ,       CUST_wPOXTSpM9A   ,CR      ,       us_dollar   ,'0.0'   ,"      ""05/25/2018""     ",ACTIVE    
ACCT_jgrSayaOjh, CUST_2XF@L69fnV        ,   S      ,    eur    ,"     ""2020.7166478550182""   ","  ""03/28/2016"" ",ACTIVE      
 ACCT_dAU0lLkpYR        ,      CUST_rJlerHJcn1        ,        CH   ,       $US ,"""722.7107244318026"" ","   ""08/07/2024""        ",       ACTIVE    
        ACCT_OIfo20jaq5,  CUST_XE_CqXSfzJ   ,  savings   ,        BRL    ," ""4144.015856165076""    ","      ""2018-06-04""   ",       Active    
ACCT_Ub6W0oruJQ     ,   CUST_lFjXoP7Uge,       W      , EUR      ,  $238.22098084815136,"        ""10-09-2013""", A  
   ACCT__eupsZlaXS  ,  CUST_ZgTfGniTLu     ,        wallet      ,      eur    ,"      ""900.2962137198549""     ","  ""06/11/2023""      ",   Active
       ACCT_y6Hyqc_XcR   ,     CUST_CyeGEeZNf_     ,     SAVINGS   ,     eur  ,"  ""1394.9698276623947""      ","    ""12-11-2017""       ",        Active  
