TRANSACTION_ID,RANDOM_VALUE
TXN_X2-ilul9dMCP,0.44334914
TXN_jaulap3xOJ3r,0.203008057
TXN_4JVyjtofZAR9,0.502730463
TXN_LYaqpCoGFfwG,0.920128801
TXN_XnpDHiEo-Hj4,0.617137013
TXN_WB4u7jkcxFz1,0.205122618
TXN_1km-gF42@i@D,0.943872736
TXN_4koZeoGV1EV@,0.380474241
TXN_XW3U0W@0oL8B,0.844831313
TXN_OERiIbbH8oHm,0.290821819
TXN_TL0kGmGmgGL_,0.226887219
TXN_UDyHCHcHb5DY,0.396400154
TXN_AmZXy8ALDRkM,0.638772551
TXN_0WMTY2M9-fT1,0.154940143
TXN_3PX9QuQTHlWE,0.208771326
TXN_nYN_gtdtGpXI,0.260453458
TXN_jku-ETrbyP-v,0.370311873
TXN_yZlnwz74m4fd,0.598343579
TXN_xav8J4mW5L17,0.396675297
TXN_olqZMDkktIgJ,0.851800874
TXN_3Y9bRl4BjtVf,0.706399376
TXN_NO5gJAl@MbCA,0.970555165
TXN_O-RRUoU4UNXs,0.173253462
TXN_CX-Ng8cRvd3Q,0.593141144
TXN_Uyz8Na2dWWun,0.445773517
TXN_g2DIBa@LhxPh,0.86212371
TXN_SXRYXBOTt-g0,0.142390525
TXN_V1vXdh@TsxH8,0.670058684
TXN_wJ4VNZ@zZNKK,0.083703944
TXN_@Fga1-76r-Uk,0.904584019
TXN_vb_1ugbCasTl,0.347062085
TXN_WIoEvwP4y2Ai,0.717344262
TXN_8Jp9FuD3pULL,0.241998794
TXN_MZ8vvwYWEq_j,0.305231465
TXN_pjIMbKZFbDJK,0.285303139
TXN_umrYi0TFOgVr,0.760034547
TXN_xAqZ1sy5V0oD,0.731442336
TXN_MErrvbhvCMd_,0.662986147
TXN_YUPLDEbcqs_R,0.444445794
TXN_-g57yIPsYlJO,0.419054126
TXN_m4_Yi3LeFIpU,0.350699738
TXN_NyrM1RSHhonC,0.980352843
TXN_fOSrCCTLV5Y8,0.705363219
TXN_y2DQu5pR0yP7,0.53304305
TXN_xtGvVtcqkYKo,0.300134051
TXN_Nix1riOG2dZ_,0.785790194
TXN_vKg5qw9AFxk3,0.526391634
TXN_UazQl01-wanQ,0.335869713
TXN_n48XqoTKWq4d,0.061244445
TXN_Bu-NatVfu_Tg,0.222546945
TXN_B7vENjW6xQWN,0.857039238
TXN_e9UiwWttk@P-,0.220103199
TXN_gjoMOYhV2f-j,0.990667976
TXN__EfY-OEhmQl2,0.375698742
TXN_cBwm94TIUB75,0.516904549
TXN_MS9r97IMtVRu,0.21621931
TXN_2XlcjIssxkgs,0.887472467
TXN_Wv2QA-88svEe,0.574774332
TXN_F9J8GTeFva53,0.717166707
TXN_4YBQInaH3D72,0.738387591
TXN__fqXcxia4sEQ,0.783669428
TXN_I8c@ocOl47Lt,0.034188976
TXN_0@E5OF_5h0MD,0.239230882
TXN_H8L5WY0f18mp,0.703313661
TXN_Mq7JyW@QSDxh,0.014507554
TXN_3CURojsRlYsK,0.506234483
TXN_hYYEy-l80Fms,0.918473834
TXN_iuyQV4uF0rHb,0.907650041
TXN_JvLnCCUxsUjE,0.972303893
TXN_Wjj7c8MNYXCj,0.660718555
TXN_mxMuksEdXtJH,0.200338813
TXN_86Gc4Q1thttC,0.137253077
TXN_st6cBpkr@uRM,0.442744032
TXN_Jc0f5RigXR-b,0.533827577
TXN_jVj5ZhQFbxln,0.786837398
TXN_nRAy3Gc-6x8e,0.32888666
TXN_e0ToWVlgxcB_,0.501344333
TXN_0Q57pnf67YWB,0.668084417
TXN_8B84Oc3-ILYz,0.139883662
TXN_rNAfyGRE1ZwE,0.244266049
TXN_SXe0ORcxTihD,0.897068613
TXN_J@V4hANHDmnx,0.921698202
TXN_Iix8DZ1l@6yN,0.191004947
TXN_xB7DV@XxXLih,0.215926984
TXN_Q-AF3b@WV6q1,0.050906629
TXN_vC@XfrlSgf1I,0.468707063
TXN_SzLDSqa0qomp,0.738683763
TXN_whsEcmKnqena,0.44120239
TXN_l@yhdpgNjWJ4,0.679035984
TXN_xNwnvjJG7kXc,0.067672863
TXN_7sE8EpN8mbpu,0.309522658
TXN_os@q3nryL7E6,0.63383331
TXN_G01wpM@Pr7T9,0.313903198
TXN_q7LfRx5pX2YR,0.880280428
TXN_23RZyf9INwNs,0.251679857
TXN_2qOkKMdxbx8B,0.329201456
TXN_uH8zAn5jNJHH,0.031134507
TXN_OAA21DDUwjw@,0.352607379
TXN_Ea2_t82FRVL_,0.570650371
TXN_9lNRG_YU87Kt,0.914173364
TXN_PSYV4oZ@6Czn,0.335038238
TXN_sm4oIqZBhczo,0.116763799
TXN_p5tf7rrNT925,0.974234774
TXN_SM8atKkU0fMs,0.026561994
TXN_mR7el1jF1KaO,0.068939228
TXN_ZbnqnICd3GuJ,0.840249613
TXN_GAcSROptIibx,0.164570312
TXN_sRCAtscA27fL,0.482430693
TXN_bJKkJ3T2r1iy,0.248279314
TXN_W-zCEu070bIq,0.502425868
TXN_-LNuasnHXjI-,0.802691268
TXN_XlL-JwciiL@S,0.268473027
TXN_f7LX5GbvaGtG,0.489855112
TXN_qZJDdNtx1nV7,0.14250285
TXN_Z4an0HAthiI9,0.86060066
TXN_I5zkNAbbaa_v,0.270342948
TXN_89ei8_gCqoEw,0.21742283
TXN_5RpL@Vsj5BAr,0.41250125
TXN_IAGOxngi_Pkw,0.753759714
TXN_FPi5-PhoimuT,0.72149111
TXN_aYtd78OkxdpD,0.06727635
TXN_Q8ujGFXt_ChJ,0.456365475
TXN_Kd@JJmpsvq81,0.200613395
TXN_mJ6-szd_nmrq,0.977449594
TXN_us3Dfsxkdoua,0.84256704
TXN_QpxIPfsNdzIY,0.85040258
TXN_jHdKjyfD4uck,0.215869661
TXN_oUoRbmG3z5_0,0.834673513
TXN_Te1YjQbFdpiw,0.841462298
TXN_LnChU14lAZb-,0.678026307
TXN_9IqtDqr@ENQa,0.34122021
TXN_eLXcBAHpBE7k,0.620249873
TXN_DEaxl37nSkTP,0.835313068
TXN_WM21wMpNUvq-,0.337325612
TXN_9ffudAix_vWi,0.164489137
TXN_RYp71NxV7SI6,0.722690878
TXN_6ru5ZF5n@iAY,0.066405862
TXN_xXe3BTHO7IBZ,0.691053006
TXN_X_oda5CQg94K,0.936646349
TXN_t6nQvy2k3F36,0.750678683
TXN_u74LbDM60ZwO,0.551610779
TXN_xutFflIk6xoK,0.030649783
TXN_psyKuD6zUOTA,0.780349646
TXN_x0o_3NCaCXKc,0.331194843
TXN__Um3OTQQ@ZSL,0.833344309
TXN_532TermJS4na,0.685316547
TXN_hkwx4@EsQhYX,0.746985284
TXN_TudH-OTY8z24,0.068322647
TXN_PxYY2jUwaSps,0.436225685
TXN_J2MwDLb4MoAK,0.532534262
TXN_qLTxmQ-Z_Cqu,0.482519807
TXN_vzEQzNGDdlJX,0.743253675
TXN_U-SqCjM7ZtHK,0.420051562
TXN_@ZZNtU@YLJS9,0.737830047
TXN_eRXWhFKpXU8W,0.611414684
TXN_uad735YV5LNL,0.780605501
TXN_SLFhAP1Tq2ns,0.626557577
TXN_esBJCuQ-zj_6,0.066644089
TXN_Z@Tid1ryXfy4,0.045023665
TXN_L8vKpdku3NO4,0.827512485
TXN_OBu5AgmVGC8T,0.242082414
TXN_NFtZwwDe7goz,0.276386167
TXN_nwT1@4PNfg@H,0.046753153
TXN_bW4ZqPjB96AF,0.169271439
TXN_1yBCXLDa848Q,0.190428241
TXN_kN3A704A_6_Q,0.515937101
TXN_4hjyFNWs2Q29,0.220604853
TXN_dsIeu7sxgWM7,0.292098764
TXN_W9l8@5moAkEf,0.889719327
TXN_q9Wgn8D-B0Ld,0.057173655
TXN_ItYXu4-ogAP@,0.79444767
TXN__h3tL87xKi0c,0.404878253
TXN_S_ZTq8Y4osoG,0.558805714
TXN_l5MLQm7olBkd,0.904852555
TXN_W7S-dTORIIzP,0.095649612
TXN_F3tHS560i4yL,0.983799484
TXN_N0ED-fguYNlG,0.445519679
TXN_6yuK2uQqMij2,0.761499598
TXN_K8LCeeQcMnG7,0.993694984
TXN_MOZqre0y9uxA,0.519338571
TXN_5cRvKpFCtcBe,0.657726676
TXN_JoSlpW4cNzFZ,0.368977671
TXN_0gtdVomb-7rc,0.015548017
TXN_fl5ZzHowWUau,0.994595832
TXN_5UNxly_JJlmn,0.525471221
TXN_uMtDZkQwtDLc,0.361030735
TXN_IC7_ZZPMVDzo,0.173246547
TXN_V@KoODJuu7HU,0.709234234
TXN_I0Ch@IyVBDlv,0.972957075
TXN_wb7quZJHrJ_i,0.009132798
TXN_44p3vy6vQSQF,0.014075912
TXN_O4g-vKEqj2Np,0.253697351
TXN_KaShlL4pA16t,0.842736394
TXN_vPzcGiACQYfe,0.034258041
TXN_YUsm4VigncgY,0.703392382
TXN_tOps-IQ690Fy,0.535523268
TXN_k5YDWtAq72jN,0.321067378
TXN_KXFQCVbI4qP8,0.360019067
TXN_DIyEE4373vgr,0.074427318
TXN_rfEgHRnVDbRi,0.400817612
TXN_6yBUMPUgnFIM,0.287115619
TXN_v41Ya0_p6sKT,0.665840484
TXN_jko4Ay4FC3hl,0.425057386
TXN_46u14PdanQXi,0.995533544
TXN_YYmYxo1sEzU4,0.64163345
TXN_c8L2C4RSJcjl,0.366271092
TXN_lTSo9ogVn53m,0.095185034
TXN_1FG7LMWh@TUZ,0.768681384
TXN_4ogFCQY0zAIP,0.969228424
TXN_vDlpD@EAO9pA,0.936244856
TXN_R7tvDzBlyiaE,0.107204515
TXN_0tCrRsCdENWn,0.728859406
TXN_eAoVbXRKAECE,0.787610639
TXN_i_gynQUvI0s1,0.796699008
TXN_tyNkaFt1-wpU,0.444720681
TXN_ImhTVqfNtbxp,0.875317209
TXN_c3RsOynvekib,0.059441651
TXN_d-ofuiV9Qdki,0.155753073
TXN_E4VLcXG_9qI-,0.865338178
TXN_j2S-OpDrYAqk,0.587411407
TXN_wt39FC9zW5Ac,0.17949264
TXN_daMmWqrqXTKI,0.198466517
TXN_nSOeUTTG1mRp,0.161485476
TXN_mKq0zkvS9U8o,0.869036432
TXN_6iP6@N5Qt8A8,0.262192054
TXN_p2cu0SLNkh8m,0.157378708
TXN_WZKDm8MzNid@,0.799192632
TXN_LK3DAOX-1C1q,0.479443475
TXN_MYjMxofeD1zh,0.461576774
TXN_IZ5jhmDJnigm,0.682370376
TXN_vT4uUywYon8W,0.279787123
TXN_l392isuV6Dl8,0.987214433
TXN_gPOeBaeM2xcj,0.763077714
TXN_jN5Wd8SY3D5L,0.144759264
TXN_8vt8iPCZ-C8h,0.360945407
TXN_vqKqe@IIrKXs,0.884291775
TXN_N5Jc@QL0dW0D,0.129658444
TXN_BMn@29rqL6DP,0.986974043
TXN_Qm@YjC6OcZkh,0.430708305
TXN_-DTjDPR2rVJg,0.08206309
TXN_4ZnvmMdgkwvP,0.268013107
TXN_wR_jr5M5Z1rY,0.777637474
TXN_45SX2QjpfGV6,0.836033037
TXN_i0MIoCQwJL9k,0.108651829
TXN_mI2nVw_@JstL,0.638597208
TXN_YeaAlk_8Bw9i,0.626861675
TXN_784yVFg6j95H,0.733236935
TXN_EWz3Aqly_UI7,0.254441531
TXN_erQ_YcdCatLz,0.308730284
TXN_kCCKe3xR4xAs,0.992982315
TXN_2lz_gvYbLANB,0.056343535
TXN_KY_wYz0wwQyL,0.693245611
TXN_6F9CvLSlcGi-,0.974217261
TXN_5WrAtdvPxRbe,0.377670574
TXN_oAGFy6BZunaT,0.676076656
TXN_1@W_uo4lPkZT,0.71664242
TXN_0jIwyB7IuytQ,0.071777276
TXN_su3ZWW9h0CLU,0.933812418
TXN_utJesUrJQcLJ,0.647564692
TXN_TyS3yWVoB8XN,0.878952267
TXN_ka3biBQQ_HSd,0.093161829
TXN_VhmqOa3FeidG,0.025555043
TXN_08WoJi3YXT4e,0.685893715
TXN_03ni7XZMIE8i,0.942475345
TXN_dfvdA_@h07nd,0.458725721
TXN_R59uK7eVOkhD,0.519135785
TXN_3kLCkc0NLvDw,0.207142592
TXN_OT9MZLxIjDW0,0.593782248
TXN__whmkIn0QOTq,0.483037519
TXN_2RDPoJ13bJVy,0.609237974
TXN_3OBzdeFpALNK,0.794906168
TXN_XufwR_lJjg1a,0.416513441
TXN_0nXmMPjktzBt,0.312766962
TXN_r9TrXrRiq6WS,0.095577514
TXN_QhdA9iPzPSxF,0.224457351
TXN_s81izJRtNMkI,0.807007728
TXN_0AvqrP5TC-Jd,0.488959509
TXN_Mzd7DqUowL45,0.933943707
TXN_4O7wx7NXw8ye,0.604119668
TXN_y-FH3kT_EQxW,0.706408906
TXN_Rs-epK88uWDb,0.186654905
TXN_mlsty0XhTWHC,0.750771649
TXN_qRKtN5dG12HC,0.509226588
TXN_bSKmpS_oQSY7,0.614112085
TXN_uxHroEZswD0y,0.428537453
TXN_vmveZ9fpxfgD,0.005671898
TXN_EQkqVX2ftrvi,0.34684768
TXN_jjvn6dLYdPvC,0.711809048
TXN_YqAbEbaGmjbN,0.53314239
TXN_0vq0nBweiBWx,0.512683129
TXN_tUZ1Klg3sp5I,0.700942708
TXN_OMr968J25H3a,0.500453026
TXN_SDByTc7-Vdb0,0.259577875
TXN_wtbrXMWhh3O@,0.783699683
TXN_SkbBuGOciOE3,0.765123086
TXN_KSu@u0fz9X4f,0.87502556
TXN_uQUxQ6RmQVbw,0.764641666
TXN_0sdr@nV4xhPx,0.503448558
TXN_EdQWiE4Pu-er,0.545909481
TXN_Z6PTpiAOu@CZ,0.39099358
TXN_qKhX9uzrlmk3,0.940364241
TXN_DnpFkOwDRqxD,0.508327542
TXN_Va5omtt0Jfep,0.375763896
TXN_BevS@xQTa9Ca,0.523495975
TXN_mYijtPr_D_uw,0.905509996
TXN_3evMZzbYfWJZ,0.071797564
TXN_ko5psjAAGt0x,0.664848416
TXN_QjWrvugC9YwM,0.758886043
TXN_xfuBeRQxj3NZ,0.284242195
TXN_@@pkk6@fkHOC,0.026650565
TXN_9RHybvE9vcpN,0.66555925
TXN_JbEYYO2IpqYV,0.943874637
TXN_h@R@Mfbpk5Ja,0.337792326
TXN_nqZUeFXCZqdU,0.62787441
TXN_6qCbAo-AQ3hg,0.342330836
TXN_v6crXiWXEokG,0.268289309
TXN_Ahk0y5-qw-mp,0.808839196
TXN_yVozpEAYAxMI,0.94525377
TXN_Ou9bCXmy2WX3,0.194277476
TXN_YVLDySryCkYc,0.516596308
TXN_O2tPMz6wGp9F,0.879030152
TXN_TmoF9IvphhsZ,0.965360886
TXN_VBKbqLx-MSxz,0.037807871
TXN_TP__o0dLbwXg,0.925844039
TXN_krH9@piiC7Fn,0.4547964
TXN_rcWkQz8rdkii,0.843668472
TXN_q1mC89HX@Ai6,0.663070941
TXN_j@mA1wKVOadr,0.549676866
TXN_Et1jbFPS3z1v,0.469516064
TXN_KMO_yMXZhmPt,0.436236344
TXN_V39xOY4jMj2m,0.871087102
TXN_VqxEviULERDg,0.78536004
TXN_8Jcw3qHKD4e_,0.020873691
TXN_8heyJ1mq_pwR,0.28252532
TXN_yA919NX_JLm2,0.051945408
TXN_TySqkPiulzec,0.783070901
TXN_8hboOF3ABEOM,0.991940005
TXN__@q_U_ePHRdH,0.462806466
TXN_YA4YC-Pl1F9B,0.355304388
TXN_4h1dI-1HLA01,0.249565234
TXN_TTAZj0zw7yxt,0.517264324
TXN_6JiLlbrJWqtY,0.067175155
TXN__XHUB6iTPNVC,0.346301648
TXN_8U5ZG2zajPHE,0.753940328
TXN_HWbJfdf-uoUT,0.548283622
TXN_Csi6g7n0wXix,0.603842267
TXN_qimz5DpMRJac,0.182792518
TXN_Ym-v@rrGZf_2,0.352506795
TXN_rrMz9BB7flXe,0.092344043
TXN_RyisYgcGwLOv,0.859892602
TXN_MvT9xurBV9mn,0.122906227
TXN_wieScULcLXNf,0.171675099
TXN_ynatXXJYchz0,0.344038865
TXN_EPjpC682m4RT,0.814974658
TXN_h8nEp@jtEmqj,0.790628761
TXN_qWr6QnYkTw-W,0.399634203
TXN_Bmolk_z3Uvsx,0.108941176
TXN_bidRlaF53onw,0.983623912
TXN_Lw2lPOLuPqXG,0.190309735
TXN_R6E_OcG8b-pG,0.081150622
TXN_lVZFQoy5YYsG,0.97634652
TXN__oRfcKb6yvdp,0.957789967
TXN_-KbEDV2Q1uoq,0.345500936
TXN_Fdo6BP9yJ@eQ,0.987544907
TXN_f37WItnT@0VU,0.546506628
TXN_GCkT8H8mgZP4,0.423501648
TXN_GVo9ab9X-iRt,0.458325657
TXN_9csdGNuf-n5k,0.19279931
TXN_WJh5MjowIRrP,0.880783975
TXN_iknRC5X8myVy,0.467263322
TXN_oL9jl10GHqxW,0.429751544
TXN_ItAA@33CPoTJ,0.764247872
TXN_oPVNT0_d_IQn,0.705778137
TXN_poBv1FKzU0iC,0.604157957
TXN_JAo2I6Xf6zyx,0.470352651
TXN_Opq90kCrXQdl,0.74214744
TXN_cvqdw1bBraQi,0.128338005
