COLUMN_QUANTITY,NAME,IV,DISCRETE_VALUES_QUANTITY
4,CREDIT_LIMITxOPEN_DATE_MONTHxTRANSACTION_DAYxTRANSACTION_HOUR,25.33984540943484,20315
4,CHANNELxMERCHANT_CATEGORYxTRANSACTION_HOURxTRANSACTION_MONTH,24.314871435981978,19420
4,CHANNELxMERCHANT_CATEGORYxOPEN_DATE_MONTHxTRANSACTION_HOUR,24.21895144653662,19395
4,OPEN_DATE_MONTHxTRANSACTION_DAYxTRANSACTION_MONTHxTRANSACTION_TYPE,24.084975182521955,19669
4,CUSTOMER_COUNTRYxMERCHANT_CATEGORYxTRANSACTION_DAYxTRANSACTION_TYPE,23.86895522724439,19276
4,MERCHANT_CATEGORYxTRANSACTION_COUNTRYxTRANSACTION_DAYxTRANSACTION_TYPE,23.868955227244324,19276
4,AGExCHANNELxTRANSACTION_DAYxTRANSACTION_HOUR,23.793549981375886,19002
4,GENDERxTRANSACTION_COUNTRYxTRANSACTION_DAYxTRANSACTION_HOUR,23.199301498543793,18901
4,CUSTOMER_COUNTRYxGENDERxTRANSACTION_DAYxTRANSACTION_HOUR,23.19930149854375,18901
4,CREDIT_LIMITxMERCHANT_CATEGORYxTRANSACTION_DAYxTRANSACTION_HOUR,23.079878577931353,18677
4,CUSTOMER_COUNTRYxMERCHANT_CATEGORYxOPEN_DATE_MONTHxTRANSACTION_MONTH,22.383152820802266,18305
4,MERCHANT_CATEGORYxOPEN_DATE_MONTHxTRANSACTION_COUNTRYxTRANSACTION_MONTH,22.38315282080223,18305
4,AGExCUSTOMER_COUNTRYxTRANSACTION_DAYxTRANSACTION_MONTH,21.82391516359202,17759
4,AGExTRANSACTION_COUNTRYxTRANSACTION_DAYxTRANSACTION_MONTH,21.823915163591987,17759
4,ACCOUNT_CURRENCYxOPEN_DATE_MONTHxTRANSACTION_DAYxTRANSACTION_MONTH,21.766362518763053,17983
4,MERCHANT_CATEGORYxOPEN_DATE_MONTHxTRANSACTION_DAYxTRANSACTION_TYPE,21.709069735234962,18005
4,CUSTOMER_LIFETIME_VALUExTRANSACTION_COUNTRYxTRANSACTION_DAYxTRANSACTION_HOUR,21.66480137466186,17652
4,CUSTOMER_COUNTRYxCUSTOMER_LIFETIME_VALUExTRANSACTION_DAYxTRANSACTION_HOUR,21.664801374661796,17652
4,MERCHANT_CATEGORYxTRANSACTION_DAYxTRANSACTION_MONTHxTRANSACTION_TYPE,21.65948506427941,17944
4,ACCOUNT_CURRENCYxTRANSACTION_COUNTRYxTRANSACTION_DAYxTRANSACTION_HOUR,21.551129398921486,17353
4,ACCOUNT_CURRENCYxCUSTOMER_COUNTRYxTRANSACTION_DAYxTRANSACTION_HOUR,21.551129398921443,17353
4,CUSTOMER_COUNTRYxTRANSACTION_HOURxTRANSACTION_MONTHxTRANSACTION_TYPE,21.546388518423715,17841
4,TRANSACTION_COUNTRYxTRANSACTION_HOURxTRANSACTION_MONTHxTRANSACTION_TYPE,21.546388518423605,17841
4,AGExCUSTOMER_COUNTRYxOPEN_DATE_MONTHxTRANSACTION_DAY,21.519332090671767,17611
4,AGExOPEN_DATE_MONTHxTRANSACTION_COUNTRYxTRANSACTION_DAY,21.51933209067175,17611
4,BALANCExTRANSACTION_COUNTRYxTRANSACTION_DAYxTRANSACTION_HOUR,21.051507131743612,17137
4,BALANCExCUSTOMER_COUNTRYxTRANSACTION_DAYxTRANSACTION_HOUR,21.05150713174361,17137
4,OPEN_DATE_MONTHxTRANSACTION_COUNTRYxTRANSACTION_HOURxTRANSACTION_TYPE,21.016019603315684,17478
4,CUSTOMER_COUNTRYxOPEN_DATE_MONTHxTRANSACTION_HOURxTRANSACTION_TYPE,21.01601960331553,17478
4,GENDERxOPEN_DATE_MONTHxTRANSACTION_DAYxTRANSACTION_HOUR,20.748262731727706,17501
4,GENDERxTRANSACTION_DAYxTRANSACTION_HOURxTRANSACTION_MONTH,20.483116207925505,17283
4,AGExMERCHANT_CATEGORYxTRANSACTION_COUNTRYxTRANSACTION_DAY,20.086493078467484,16499
4,AGExCUSTOMER_COUNTRYxMERCHANT_CATEGORYxTRANSACTION_DAY,20.086493078467388,16499
4,ACCOUNT_CURRENCYxMERCHANT_CATEGORYxOPEN_DATE_MONTHxTRANSACTION_DAY,19.954043524348176,16611
4,ACCOUNT_CURRENCYxMERCHANT_CATEGORYxTRANSACTION_DAYxTRANSACTION_MONTH,19.80163997849577,16474
4,AGExOPEN_DATE_MONTHxTRANSACTION_DAYxTRANSACTION_MONTH,19.62804072337741,16442
4,CUSTOMER_LIFETIME_VALUExOPEN_DATE_MONTHxTRANSACTION_DAYxTRANSACTION_HOUR,19.621951398402203,16397
4,MERCHANT_CATEGORYxTRANSACTION_COUNTRYxTRANSACTION_HOURxTRANSACTION_TYPE,19.411853056996694,16274
4,CUSTOMER_COUNTRYxMERCHANT_CATEGORYxTRANSACTION_HOURxTRANSACTION_TYPE,19.411853056996552,16274
4,CUSTOMER_LIFETIME_VALUExTRANSACTION_DAYxTRANSACTION_HOURxTRANSACTION_MONTH,19.372734127725455,16207
4,OPEN_DATE_MONTHxTRANSACTION_HOURxTRANSACTION_MONTHxTRANSACTION_TYPE,19.018714685118535,16328
4,ACCOUNT_CURRENCYxTRANSACTION_DAYxTRANSACTION_HOURxTRANSACTION_TYPE,18.789041491192783,15987
4,BALANCExOPEN_DATE_MONTHxTRANSACTION_DAYxTRANSACTION_HOUR,18.7112265296396,15687
4,GENDERxMERCHANT_CATEGORYxTRANSACTION_DAYxTRANSACTION_HOUR,18.648630016635114,15900
4,BALANCExTRANSACTION_DAYxTRANSACTION_HOURxTRANSACTION_MONTH,18.644172280174658,15592
4,CHANNELxTRANSACTION_COUNTRYxTRANSACTION_DAYxTRANSACTION_TYPE,18.04026804151982,15191
4,CHANNELxCUSTOMER_COUNTRYxTRANSACTION_DAYxTRANSACTION_TYPE,18.040268041519784,15191
4,AGExTRANSACTION_COUNTRYxTRANSACTION_HOURxTRANSACTION_MONTH,18.03663000362421,15195
4,AGExCUSTOMER_COUNTRYxTRANSACTION_HOURxTRANSACTION_MONTH,18.036630003624143,15195
4,AGExMERCHANT_CATEGORYxTRANSACTION_DAYxTRANSACTION_MONTH,18.015186723761826,15159
4,AGExMERCHANT_CATEGORYxOPEN_DATE_MONTHxTRANSACTION_DAY,18.008320837392002,15235
4,CUSTOMER_LIFETIME_VALUExMERCHANT_CATEGORYxTRANSACTION_DAYxTRANSACTION_HOUR,17.979254910327114,15101
4,CHANNELxCREDIT_LIMITxTRANSACTION_DAYxTRANSACTION_HOUR,17.96009291772326,14999
4,ACCOUNT_CURRENCYxOPEN_DATE_MONTHxTRANSACTION_HOURxTRANSACTION_MONTH,17.633886023223862,15137
4,AGExOPEN_DATE_MONTHxTRANSACTION_COUNTRYxTRANSACTION_HOUR,17.50442067711255,14863
4,AGExCUSTOMER_COUNTRYxOPEN_DATE_MONTHxTRANSACTION_HOUR,17.50442067711246,14863
4,BALANCExMERCHANT_CATEGORYxTRANSACTION_DAYxTRANSACTION_HOUR,17.42659222610897,14621
4,CHANNELxOPEN_DATE_MONTHxTRANSACTION_COUNTRYxTRANSACTION_MONTH,17.11691097203967,14496
4,CHANNELxCUSTOMER_COUNTRYxOPEN_DATE_MONTHxTRANSACTION_MONTH,17.116910972039566,14496
4,MERCHANT_CATEGORYxTRANSACTION_HOURxTRANSACTION_MONTHxTRANSACTION_TYPE,16.98470141155329,14795
4,MERCHANT_CATEGORYxOPEN_DATE_MONTHxTRANSACTION_HOURxTRANSACTION_TYPE,16.91734506812553,14787
4,AGExTRANSACTION_DAYxTRANSACTION_HOURxTRANSACTION_TYPE,16.875817307247516,14562
4,AGExMERCHANT_CATEGORYxTRANSACTION_COUNTRYxTRANSACTION_HOUR,16.567200143374787,14014
4,AGExCUSTOMER_COUNTRYxMERCHANT_CATEGORYxTRANSACTION_HOUR,16.56720014337472,14014
4,CREDIT_LIMITxTRANSACTION_COUNTRYxTRANSACTION_DAYxTRANSACTION_MONTH,16.153672980524135,13816
4,CREDIT_LIMITxCUSTOMER_COUNTRYxTRANSACTION_DAYxTRANSACTION_MONTH,16.153672980524004,13816
4,ACCOUNT_CURRENCYxAGExTRANSACTION_DAYxTRANSACTION_HOUR,16.056128851970566,13758
4,CHANNELxOPEN_DATE_MONTHxTRANSACTION_DAYxTRANSACTION_TYPE,16.03814509878718,13940
4,CREDIT_LIMITxCUSTOMER_COUNTRYxOPEN_DATE_MONTHxTRANSACTION_DAY,15.965295971831479,13753
4,CREDIT_LIMITxOPEN_DATE_MONTHxTRANSACTION_COUNTRYxTRANSACTION_DAY,15.965295971831408,13753
4,ACCOUNT_CURRENCYxMERCHANT_CATEGORYxTRANSACTION_HOURxTRANSACTION_MONTH,15.898813912163838,13771
4,AGExOPEN_DATE_MONTHxTRANSACTION_HOURxTRANSACTION_MONTH,15.889653206797284,13839
4,ACCOUNT_CURRENCYxMERCHANT_CATEGORYxOPEN_DATE_MONTHxTRANSACTION_HOUR,15.845546536574576,13761
4,CHANNELxTRANSACTION_DAYxTRANSACTION_MONTHxTRANSACTION_TYPE,15.795985994452606,13718
4,AGExCHANNELxTRANSACTION_COUNTRYxTRANSACTION_DAY,15.73012792155362,13327
4,AGExCHANNELxCUSTOMER_COUNTRYxTRANSACTION_DAY,15.730127921553585,13327
4,CHANNELxCUSTOMER_COUNTRYxMERCHANT_CATEGORYxTRANSACTION_MONTH,15.617498188527183,13336
4,CHANNELxMERCHANT_CATEGORYxTRANSACTION_COUNTRYxTRANSACTION_MONTH,15.617498188527152,13336
4,CHANNELxMERCHANT_CATEGORYxOPEN_DATE_MONTHxTRANSACTION_COUNTRY,15.457730982144867,13259
4,CHANNELxCUSTOMER_COUNTRYxMERCHANT_CATEGORYxOPEN_DATE_MONTH,15.457730982144842,13259
4,ACCOUNT_CURRENCYxCHANNELxOPEN_DATE_MONTHxTRANSACTION_DAY,15.047767858387521,13025
4,ACCOUNT_CURRENCYxCHANNELxTRANSACTION_DAYxTRANSACTION_MONTH,14.951798866677006,12896
4,CREDIT_LIMITxCUSTOMER_COUNTRYxMERCHANT_CATEGORYxTRANSACTION_DAY,14.926592898608295,12871
4,CREDIT_LIMITxMERCHANT_CATEGORYxTRANSACTION_COUNTRYxTRANSACTION_DAY,14.92659289860824,12871
4,CHANNELxTRANSACTION_COUNTRYxTRANSACTION_HOURxTRANSACTION_TYPE,14.577495746742493,12743
4,CHANNELxCUSTOMER_COUNTRYxTRANSACTION_HOURxTRANSACTION_TYPE,14.577495746742468,12743
4,AGExMERCHANT_CATEGORYxTRANSACTION_HOURxTRANSACTION_MONTH,14.555369372559083,12713
4,CHANNELxMERCHANT_CATEGORYxTRANSACTION_DAYxTRANSACTION_TYPE,14.508404760565048,12710
4,BALANCExCHANNELxTRANSACTION_DAYxTRANSACTION_HOUR,14.497955934403437,12260
4,AGExMERCHANT_CATEGORYxOPEN_DATE_MONTHxTRANSACTION_HOUR,14.437961066861078,12661
4,CHANNELxCUSTOMER_LIFETIME_VALUExTRANSACTION_DAYxTRANSACTION_HOUR,14.337693067546619,12290
4,CHANNELxGENDERxTRANSACTION_DAYxTRANSACTION_HOUR,14.220658231356794,12509
4,AGExCHANNELxOPEN_DATE_MONTHxTRANSACTION_DAY,14.116267488520911,12219
4,ACCOUNT_CURRENCYxCUSTOMER_COUNTRYxTRANSACTION_DAYxTRANSACTION_MONTH,14.091330962097533,11790
4,ACCOUNT_CURRENCYxTRANSACTION_COUNTRYxTRANSACTION_DAYxTRANSACTION_MONTH,14.091330962097521,11790
4,AGExCHANNELxTRANSACTION_DAYxTRANSACTION_MONTH,13.98366985203101,12084
4,CREDIT_LIMITxOPEN_DATE_MONTHxTRANSACTION_DAYxTRANSACTION_MONTH,13.911136495881241,12405
4,ACCOUNT_CURRENCYxCHANNELxMERCHANT_CATEGORYxTRANSACTION_DAY,13.735830710055373,11943
4,CHANNELxMERCHANT_CATEGORYxOPEN_DATE_MONTHxTRANSACTION_MONTH,13.709064398798613,12065
4,ACCOUNT_CURRENCYxOPEN_DATE_MONTHxTRANSACTION_COUNTRYxTRANSACTION_DAY,13.694564471700627,11629
4,ACCOUNT_CURRENCYxCUSTOMER_COUNTRYxOPEN_DATE_MONTHxTRANSACTION_DAY,13.694564471700566,11629
4,ACCOUNT_CURRENCYxMERCHANT_CATEGORYxTRANSACTION_COUNTRYxTRANSACTION_DAY,13.291194467062937,11144
4,ACCOUNT_CURRENCYxCUSTOMER_COUNTRYxMERCHANT_CATEGORYxTRANSACTION_DAY,13.291194467062898,11144
4,CREDIT_LIMITxCUSTOMER_COUNTRYxTRANSACTION_HOURxTRANSACTION_MONTH,13.163843660967085,11659
4,CREDIT_LIMITxTRANSACTION_COUNTRYxTRANSACTION_HOURxTRANSACTION_MONTH,13.163843660967066,11659
4,AGExCHANNELxMERCHANT_CATEGORYxTRANSACTION_DAY,13.00819620384733,11277
4,BALANCExCUSTOMER_COUNTRYxTRANSACTION_DAYxTRANSACTION_MONTH,12.915344970151015,11188
4,BALANCExTRANSACTION_COUNTRYxTRANSACTION_DAYxTRANSACTION_MONTH,12.915344970150992,11188
4,AGExCHANNELxTRANSACTION_COUNTRYxTRANSACTION_HOUR,12.877548499658214,11235
4,AGExCHANNELxCUSTOMER_COUNTRYxTRANSACTION_HOUR,12.877548499658204,11235
4,CREDIT_LIMITxCUSTOMER_COUNTRYxOPEN_DATE_MONTHxTRANSACTION_HOUR,12.833403562731664,11476
4,CREDIT_LIMITxOPEN_DATE_MONTHxTRANSACTION_COUNTRYxTRANSACTION_HOUR,12.833403562731622,11476
4,CREDIT_LIMITxMERCHANT_CATEGORYxOPEN_DATE_MONTHxTRANSACTION_DAY,12.82135930244694,11488
4,CREDIT_LIMITxMERCHANT_CATEGORYxTRANSACTION_DAYxTRANSACTION_MONTH,12.725501647244696,11398
4,CHANNELxTRANSACTION_HOURxTRANSACTION_MONTHxTRANSACTION_TYPE,12.71213557183691,11468
4,BALANCExOPEN_DATE_MONTHxTRANSACTION_COUNTRYxTRANSACTION_DAY,12.682526822159895,11103
4,BALANCExCUSTOMER_COUNTRYxOPEN_DATE_MONTHxTRANSACTION_DAY,12.682526822159824,11103
4,CHANNELxOPEN_DATE_MONTHxTRANSACTION_HOURxTRANSACTION_TYPE,12.664387052219464,11474
4,CUSTOMER_LIFETIME_VALUExTRANSACTION_COUNTRYxTRANSACTION_DAYxTRANSACTION_MONTH,12.601477784459822,11152
4,CUSTOMER_COUNTRYxCUSTOMER_LIFETIME_VALUExTRANSACTION_DAYxTRANSACTION_MONTH,12.60147778445982,11152
4,CUSTOMER_LIFETIME_VALUExOPEN_DATE_MONTHxTRANSACTION_COUNTRYxTRANSACTION_DAY,12.411300696038822,11088
4,CUSTOMER_COUNTRYxCUSTOMER_LIFETIME_VALUExOPEN_DATE_MONTHxTRANSACTION_DAY,12.411300696038776,11088
4,ACCOUNT_CURRENCYxCUSTOMER_COUNTRYxTRANSACTION_HOURxTRANSACTION_MONTH,12.190079920746305,10313
4,ACCOUNT_CURRENCYxTRANSACTION_COUNTRYxTRANSACTION_HOURxTRANSACTION_MONTH,12.190079920746255,10313
4,GENDERxOPEN_DATE_MONTHxTRANSACTION_COUNTRYxTRANSACTION_DAY,12.17878571587018,11250
4,CUSTOMER_COUNTRYxGENDERxOPEN_DATE_MONTHxTRANSACTION_DAY,12.178785715870092,11250
4,CUSTOMER_COUNTRYxGENDERxTRANSACTION_DAYxTRANSACTION_MONTH,12.175611825367046,11211
4,GENDERxTRANSACTION_COUNTRYxTRANSACTION_DAYxTRANSACTION_MONTH,12.175611825367024,11211
4,ACCOUNT_CURRENCYxCHANNELxTRANSACTION_HOURxTRANSACTION_MONTH,12.078052232168396,10816
4,BALANCExMERCHANT_CATEGORYxTRANSACTION_COUNTRYxTRANSACTION_DAY,12.05977825143721,10470
4,BALANCExCUSTOMER_COUNTRYxMERCHANT_CATEGORYxTRANSACTION_DAY,12.059778251437201,10470
4,CREDIT_LIMITxCUSTOMER_COUNTRYxMERCHANT_CATEGORYxTRANSACTION_HOUR,11.970278585319488,10714
4,CREDIT_LIMITxMERCHANT_CATEGORYxTRANSACTION_COUNTRYxTRANSACTION_HOUR,11.970278585319468,10714
4,ACCOUNT_CURRENCYxCHANNELxOPEN_DATE_MONTHxTRANSACTION_HOUR,11.960161795018527,10761
4,ACCOUNT_CURRENCYxCUSTOMER_COUNTRYxOPEN_DATE_MONTHxTRANSACTION_HOUR,11.764480092485476,10063
4,ACCOUNT_CURRENCYxOPEN_DATE_MONTHxTRANSACTION_COUNTRYxTRANSACTION_HOUR,11.764480092485462,10063
4,CHANNELxCREDIT_LIMITxTRANSACTION_COUNTRYxTRANSACTION_DAY,11.648205188326262,10312
4,CHANNELxCREDIT_LIMITxCUSTOMER_COUNTRYxTRANSACTION_DAY,11.648205188326218,10312
4,CUSTOMER_COUNTRYxCUSTOMER_LIFETIME_VALUExMERCHANT_CATEGORYxTRANSACTION_DAY,11.605666577258985,10355
4,CUSTOMER_LIFETIME_VALUExMERCHANT_CATEGORYxTRANSACTION_COUNTRYxTRANSACTION_DAY,11.605666577258965,10355
4,TRANSACTION_COUNTRYxTRANSACTION_DAYxTRANSACTION_HOURxTRANSACTION_USD_AMOUNT,11.571106150800066,10860
4,CUSTOMER_COUNTRYxTRANSACTION_DAYxTRANSACTION_HOURxTRANSACTION_USD_AMOUNT,11.571106150800057,10860
4,CHANNELxMERCHANT_CATEGORYxTRANSACTION_HOURxTRANSACTION_TYPE,11.565531862966859,10499
4,AGExCHANNELxTRANSACTION_HOURxTRANSACTION_MONTH,11.492144261177419,10221
4,BALANCExOPEN_DATE_MONTHxTRANSACTION_DAYxTRANSACTION_MONTH,11.466350386022674,10116
4,ACCOUNT_CURRENCYxCREDIT_LIMITxTRANSACTION_DAYxTRANSACTION_HOUR,11.449732407669385,10351
4,AGExCHANNELxOPEN_DATE_MONTHxTRANSACTION_HOUR,11.373558940172874,10159
4,ACCOUNT_CURRENCYxCUSTOMER_COUNTRYxMERCHANT_CATEGORYxTRANSACTION_HOUR,11.281939767082674,9575
4,ACCOUNT_CURRENCYxMERCHANT_CATEGORYxTRANSACTION_COUNTRYxTRANSACTION_HOUR,11.281939767082651,9575
4,CUSTOMER_COUNTRYxGENDERxMERCHANT_CATEGORYxTRANSACTION_DAY,11.220243099971869,10395
4,GENDERxMERCHANT_CATEGORYxTRANSACTION_COUNTRYxTRANSACTION_DAY,11.22024309997186,10395
3,CUSTOMER_COUNTRYxTRANSACTION_DAYxTRANSACTION_HOUR,11.177683023827761,10604
3,TRANSACTION_COUNTRYxTRANSACTION_DAYxTRANSACTION_HOUR,11.177683023827694,10604
4,CUSTOMER_COUNTRYxTRANSACTION_COUNTRYxTRANSACTION_DAYxTRANSACTION_HOUR,11.177683023827681,10604
4,CREDIT_LIMITxOPEN_DATE_MONTHxTRANSACTION_HOURxTRANSACTION_MONTH,11.147274556923634,10300
4,AGExCREDIT_LIMITxTRANSACTION_DAYxTRANSACTION_HOUR,11.096595297131273,9915
4,ACCOUNT_CURRENCYxCHANNELxCUSTOMER_COUNTRYxTRANSACTION_DAY,11.010627032112033,9345
4,ACCOUNT_CURRENCYxCHANNELxTRANSACTION_COUNTRYxTRANSACTION_DAY,11.010627032112012,9345
4,CUSTOMER_LIFETIME_VALUExOPEN_DATE_MONTHxTRANSACTION_DAYxTRANSACTION_MONTH,10.988392055513293,10019
